user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.19	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
bin.20	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	GCF_036632915.2	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	97.5	0.663	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 97.5, 0.663; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 94.77, 0.735; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 93.9, 0.668; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 93.09, 0.651; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 92.66, 0.667; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 92.66, 0.662; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 91.98, 0.605; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 91.95, 0.645; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 91.87, 0.614; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 91.38, 0.567; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 90.76, 0.573; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 90.72, 0.421; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 90.0, 0.526; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 89.72, 0.597; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 89.42, 0.556; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 89.29, 0.642; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 89.21, 0.626; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 89.15, 0.655; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 89.1, 0.539; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 89.07, 0.668; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 88.79, 0.593; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 88.47, 0.621; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 88.15, 0.499; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 88.12, 0.553; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 88.0, 0.462; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.55, 0.549; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 87.31, 0.541; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 86.99, 0.375; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 86.71, 0.424; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 86.55, 0.372; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 86.18, 0.526; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 86.14, 0.427; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 85.77, 0.422; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 85.62, 0.383; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.61, 0.226; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 85.31, 0.42; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.5, 0.258; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.36, 0.172; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.95, 0.288; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 83.87, 0.233; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.46, 0.168; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.43, 0.186; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.13, 0.368; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 82.98, 0.238; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 82.95, 0.245; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 82.85, 0.233; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 82.77, 0.253; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 82.72, 0.217; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 82.61, 0.261; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 82.57, 0.402; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 82.46, 0.3; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 81.89, 0.219; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 81.55, 0.208; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 81.48, 0.203; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 80.66, 0.152	25.97	11	N/A	Genome has more than 49.2% of markers with multiple hits
bin.21	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCA_004000625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.63	0.849	GCA_004000625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.63	0.849	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963626055.1, s__Gemmiger sp963626055, 95.0, 93.6, 0.771	71.13	11	N/A	N/A
bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.92	0.792	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.92	0.792	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025145845.1, s__Alistipes shahii, 95.0, 86.73, 0.181	77.3	11	N/A	N/A
bin.23	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	98.68	0.941	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	98.68	0.941	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	32.13	11	N/A	N/A
bin.24	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS872;s__UMGS872 sp900546275	GCA_900546275.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS872;s__UMGS872 sp900546275	97.77	0.653	GCA_900546275.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS872;s__UMGS872 sp900546275	97.77	0.653	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS872;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_947623925.1, s__UMGS872 sp947623925, 95.0, 85.43, 0.184	53.55	11	N/A	N/A
bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	GCA_001916965.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	98.59	0.907	GCA_001916965.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	98.59	0.907	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963596435.1, s__COE1 sp963596435, 95.0, 94.53, 0.763; GCA_900753305.1, s__COE1 sp900753305, 95.0, 88.27, 0.279	48.07	11	N/A	N/A
bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	GCA_000432135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	98.12	0.816	GCA_000432135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	98.12	0.816	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900751035.1, s__CAG-170 sp900751035, 95.0, 91.56, 0.539; GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 90.86, 0.612; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 90.68, 0.661; GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 90.49, 0.633; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 90.37, 0.526; GCA_002404795.1, s__CAG-170 sp002404795, 95.0, 85.9, 0.38; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 84.04, 0.284; GCA_934613505.1, s__CAG-170 sp934613505, 95.0, 82.78, 0.316; GCA_934670025.1, s__CAG-170 sp934670025, 95.0, 82.54, 0.256	89.22	11	N/A	N/A
bin.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.87	0.879	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.87	0.879	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 93.72, 0.577; GCA_028689545.1, s__Parabacteroides sp028689545, 95.0, 89.99, 0.558; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 87.93, 0.533; GCF_947855115.1, s__Parabacteroides sp947855115, 95.0, 87.56, 0.527	91.72	11	N/A	N/A
bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	GCA_900317855.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	98.39	0.975	GCA_900317855.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	98.39	0.975	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934589185.1, s__CAG-103 sp934589185, 95.43, 95.63, 0.745; GCA_900757655.1, s__CAG-103 sp900757655, 95.0, 95.09, 0.883; GCA_025757645.1, s__CAG-103 sp000432375, 95.0, 94.62, 0.893; GCA_963627135.1, s__CAG-103 sp963627135, 95.0, 94.29, 0.88; GCA_934591895.1, s__CAG-103 sp934591895, 95.0, 91.47, 0.77; GCA_900543625.1, s__CAG-103 sp900543625, 95.0, 91.32, 0.785; GCA_905215475.1, s__CAG-103 sp905215475, 95.0, 91.08, 0.723; GCA_018265835.1, s__CAG-103 sp018265835, 95.0, 86.26, 0.151; GCA_004556965.1, s__CAG-103 sp004556965, 95.0, 85.91, 0.193	14.46	11	N/A	N/A
bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	GCA_000432915.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	98.89	0.905	GCA_000432915.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	98.89	0.905	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018917935.1, s__CAG-194 sp018917935, 95.0, 91.63, 0.765; GCA_002441865.1, s__CAG-194 sp002441865, 95.0, 90.56, 0.689	91.5	11	N/A	N/A
bin.3	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	GCA_000435055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	98.17	0.926	GCA_000435055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	98.17	0.926	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937894955.1, s__PeH17 sp937894955, 95.0, 94.23, 0.8	42.36	11	N/A	N/A
bin.30	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
bin.31	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.0%)
bin.32	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.2%)
bin.33	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
bin.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	GCF_025146565.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	99.07	0.924	GCF_025146565.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	99.07	0.924	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 84.57, 0.436; GCF_900129655.1, s__Bacteroides clarus, 95.0, 84.44, 0.462; GCF_025147325.1, s__Bacteroides stercoris, 95.0, 83.84, 0.4; GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 83.66, 0.249; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 81.81, 0.224; GCF_910578895.1, s__Bacteroides sp910578895, 95.0, 80.9, 0.192	43.78	11	N/A	N/A
bin.35	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
bin.36	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	97.51	0.916	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	97.51	0.916	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	41.72	11	N/A	N/A
bin.37	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	GCA_003486385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	98.02	0.866	GCA_003486385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	98.02	0.866	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958446835.1, s__CAG-882 sp958446835, 95.0, 91.93, 0.697; GCA_934351925.1, s__CAG-882 sp934351925, 95.0, 87.08, 0.299; GCA_900545175.1, s__CAG-882 sp900545175, 95.0, 83.65, 0.215; GCA_945915235.1, s__CAG-882 sp945915235, 95.0, 82.6, 0.169	76.01	11	N/A	N/A
bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	GCF_000172175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	99.22	0.818	GCF_000172175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	99.22	0.818	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 96.42, 0.373; GCF_025146565.1, s__Bacteroides eggerthii, 95.0, 93.89, 0.408; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 93.67, 0.562; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 93.54, 0.575; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 88.71, 0.413; GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 88.54, 0.388; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 88.42, 0.377; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 87.72, 0.36; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 85.22, 0.315; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.76, 0.289; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 84.53, 0.29; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 84.31, 0.273; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 82.8, 0.26; GCF_025147325.1, s__Bacteroides stercoris, 95.0, 82.41, 0.18; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 82.39, 0.2; GCF_900129655.1, s__Bacteroides clarus, 95.0, 82.23, 0.201; GCF_910578895.1, s__Bacteroides sp910578895, 95.0, 81.67, 0.152	65.11	11	N/A	Genome has more than 32.5% of markers with multiple hits
bin.39	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
bin.4	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.86	0.884	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.86	0.884	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.27, 0.601	68.51	11	N/A	N/A
bin.40	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	GCF_002549775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	97.8	0.877	GCF_002549775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	97.8	0.877	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 88.11, 0.55; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 87.99, 0.538; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 87.72, 0.524; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 87.41, 0.443; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.41, 0.433; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.32, 0.477; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 87.21, 0.449; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 87.08, 0.346; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 86.8, 0.482; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 86.64, 0.46; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 86.47, 0.444; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 86.34, 0.298; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 86.22, 0.438; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 86.16, 0.402; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.96, 0.4; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 85.89, 0.348; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 85.88, 0.38; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 85.87, 0.399; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 85.86, 0.392; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 85.86, 0.37; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 85.83, 0.395; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 85.82, 0.383; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 85.8, 0.292; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.73, 0.371; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 85.73, 0.346; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 85.66, 0.373; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.57, 0.362; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 85.56, 0.401; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 85.56, 0.3; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.45, 0.375; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 85.38, 0.307; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 85.23, 0.32; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.18, 0.215; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 84.8, 0.33; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 84.65, 0.336; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.46, 0.23; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.17, 0.302; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.07, 0.299; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 84.03, 0.266; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.01, 0.166; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 83.89, 0.27; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 83.88, 0.308; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 83.86, 0.273; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 83.85, 0.276; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 83.65, 0.264; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.55, 0.154; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.48, 0.262; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.06, 0.278; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 82.72, 0.286; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 82.21, 0.202; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.11, 0.203; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 81.86, 0.196; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 80.74, 0.152	63.82	11	N/A	N/A
