contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_30148	355	No	NA	2	2	0	Low-quality	Genome-fragment	0.59	AAI-based (high-confidence)	0.0	1.0	
k141_47968	3779	No	NA	6	2	0	Low-quality	Genome-fragment	3.97	HMM-based (lower-bound)	0.0	1.0	
k141_12197	36071	No	NA	52	19	0	Medium-quality	Genome-fragment	76.48	AAI-based (high-confidence)	0.0	1.0	
k141_30180	327	No	NA	2	1	0	Low-quality	Genome-fragment	0.8	AAI-based (medium-confidence)	0.0	1.0	
k141_6097	6096	Yes	606	5	1	2	Low-quality	Genome-fragment	0.35	HMM-based (lower-bound)	90.06	1.0	
k141_30210	3711	No	NA	3	0	3	Low-quality	Genome-fragment	5.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_36283	1059	No	NA	2	1	0	Low-quality	Genome-fragment	1.93	AAI-based (high-confidence)	0.0	1.0	
k141_48029	2103	No	NA	5	1	0	Low-quality	Genome-fragment	3.58	AAI-based (high-confidence)	0.0	1.0	
k141_66060	1073	No	NA	2	2	0	Low-quality	Genome-fragment	1.67	HMM-based (lower-bound)	0.0	1.0	
k141_18198	41007	No	NA	39	8	1	High-quality	High-quality	95.74	AAI-based (high-confidence)	0.0	1.0	
k141_6145	363	No	NA	1	1	0	Low-quality	Genome-fragment	0.22	HMM-based (lower-bound)	0.0	1.0	
k141_24208	3988	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6180	4993	No	NA	7	2	0	Low-quality	Genome-fragment	8.11	AAI-based (medium-confidence)	0.0	1.0	
k141_18233	5945	No	NA	12	0	1	Low-quality	Genome-fragment	12.64	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_12313	2640	No	NA	1	1	0	Low-quality	Genome-fragment	1.81	HMM-based (lower-bound)	0.0	1.0	
k141_66113	537	No	NA	2	1	0	Low-quality	Genome-fragment	1.29	AAI-based (high-confidence)	0.0	1.0	
k141_66115	12295	No	NA	8	1	1	Low-quality	Genome-fragment	13.77	HMM-based (lower-bound)	0.0	1.0	
k141_30369	3327	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_36364	2638	No	NA	7	0	0	Low-quality	Genome-fragment	3.06	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_24240	1841	No	NA	3	2	0	Low-quality	Genome-fragment	3.27	HMM-based (lower-bound)	0.0	1.0	
k141_6297	3897	No	NA	5	2	0	Low-quality	Genome-fragment	7.28	AAI-based (high-confidence)	0.0	1.0	
k141_30407	858	No	NA	3	0	0	Low-quality	Genome-fragment	0.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_24250	4599	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_42239	516	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_60197	7213	Yes	5659	8	2	2	Low-quality	Genome-fragment	7.74	HMM-based (lower-bound)	21.54	1.0	
k141_6328	22273	No	NA	27	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_30427	5706	No	NA	11	3	0	Low-quality	Genome-fragment	13.42	AAI-based (medium-confidence)	0.0	1.0	
k141_36386	2629	No	NA	6	0	0	Low-quality	Genome-fragment	3.03	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_18281	2016	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_36438	3221	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_66173	827	No	NA	3	0	0	Low-quality	Genome-fragment	1.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_66189	2842	No	NA	5	1	0	Low-quality	Genome-fragment	6.88	HMM-based (lower-bound)	0.0	1.0	
k141_30496	2575	No	NA	4	1	0	Low-quality	Genome-fragment	4.78	AAI-based (high-confidence)	0.0	1.0	
k141_24335	3298	No	NA	5	5	0	Low-quality	Genome-fragment	7.48	AAI-based (high-confidence)	0.0	1.0	
k141_66223	561	No	NA	1	1	0	Low-quality	Genome-fragment	0.85	HMM-based (lower-bound)	0.0	1.0	
k141_30506	1634	No	NA	3	0	0	Low-quality	Genome-fragment	3.59	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_48115	2986	No	NA	4	1	0	Low-quality	Genome-fragment	20.76	AAI-based (medium-confidence)	0.0	1.0	
k141_66262	2539	No	NA	3	0	0	Low-quality	Genome-fragment	2.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_12569	6470	No	NA	9	1	2	Low-quality	Genome-fragment	9.29	HMM-based (lower-bound)	0.0	1.0	
k141_395	10841	No	NA	17	6	0	Low-quality	Genome-fragment	30.29	AAI-based (medium-confidence)	0.0	1.0	
k141_42386	2019	No	NA	5	2	0	Low-quality	Genome-fragment	4.32	AAI-based (high-confidence)	0.0	1.0	
k141_48133	3989	No	NA	6	1	0	Low-quality	Genome-fragment	27.73	AAI-based (medium-confidence)	0.0	1.0	
k141_66311	17087	No	NA	34	1	0	Low-quality	Genome-fragment	19.81	AAI-based (high-confidence)	0.0	1.0	
k141_54269	3418	Yes	1485	3	1	1	Low-quality	Genome-fragment	1.29	AAI-based (medium-confidence)	56.55	1.0	
k141_18358	6747	Yes	1558	9	1	4	Low-quality	Genome-fragment	0.96	HMM-based (lower-bound)	76.91	1.0	
k141_30532	484	No	NA	1	1	0	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	0.0	1.0	
k141_48185	666	No	NA	2	1	0	Low-quality	Genome-fragment	1.82	AAI-based (high-confidence)	0.0	1.0	
k141_492	7595	No	NA	9	6	0	Low-quality	Genome-fragment	15.9	AAI-based (high-confidence)	0.0	1.0	
k141_66368	1474	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_66373	915	No	NA	2	0	0	Low-quality	Genome-fragment	1.95	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_6559	2934	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18403	522	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24462	2733	No	NA	6	1	0	Low-quality	Genome-fragment	6.8	AAI-based (medium-confidence)	0.0	1.0	
k141_530	4149	No	NA	5	0	0	Low-quality	Genome-fragment	5.04	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_36507	761	No	NA	1	1	0	Low-quality	Genome-fragment	1.14	HMM-based (lower-bound)	0.0	1.0	
k141_48238	4546	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_66403	4586	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24514	973	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24600	768	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_54491	649	No	NA	2	1	0	Low-quality	Genome-fragment	1.56	AAI-based (medium-confidence)	0.0	1.0	
k141_12718	1827	No	NA	2	0	0	Low-quality	Genome-fragment	4.44	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_42564	20958	No	NA	20	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18602	2521	Yes	1710	4	1	1	Low-quality	Genome-fragment	3.06	AAI-based (high-confidence)	32.17	1.0	
k141_42593	1108	No	NA	4	1	0	Low-quality	Genome-fragment	3.04	AAI-based (high-confidence)	0.0	1.0	
k141_36648	6562	No	NA	6	3	0	Low-quality	Genome-fragment	29.91	AAI-based (high-confidence)	0.0	1.0	
k141_54643	2035	No	NA	4	1	0	Low-quality	Genome-fragment	5.13	AAI-based (high-confidence)	0.0	1.0	
k141_30860	4950	No	NA	4	0	2	Low-quality	Genome-fragment	12.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_24746	18913	No	NA	13	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_66584	528	No	NA	1	1	0	Low-quality	Genome-fragment	1.19	AAI-based (medium-confidence)	0.0	1.0	
k141_30879	21049	No	NA	21	5	1	Low-quality	Genome-fragment	18.82	AAI-based (high-confidence)	0.0	1.0	
k141_66627	497	No	NA	2	1	0	Low-quality	Genome-fragment	0.57	HMM-based (lower-bound)	0.0	1.0	
k141_18673	488	No	NA	2	2	0	Low-quality	Genome-fragment	1.41	AAI-based (high-confidence)	0.0	1.0	
k141_60636	3319	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_54675	7017	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6873	1361	No	NA	5	1	0	Low-quality	Genome-fragment	2.68	AAI-based (high-confidence)	0.0	1.0	
k141_18690	3896	No	NA	6	5	0	Low-quality	Genome-fragment	17.78	AAI-based (high-confidence)	0.0	1.0	
k141_48359	2903	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6910	3101	No	NA	7	1	0	Low-quality	Genome-fragment	1.28	HMM-based (lower-bound)	0.0	1.0	
k141_36777	6567	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_54719	5100	No	NA	11	1	0	Low-quality	Genome-fragment	9.54	AAI-based (high-confidence)	0.0	1.0	
k141_42764	428	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_48375	10617	No	NA	11	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_60690	4052	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_54740	6076	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_54755	12598	Yes	4243	15	4	6	Low-quality	Genome-fragment	3.83	AAI-based (medium-confidence)	66.32	1.0	
k141_48412	310	No	NA	1	1	0	Low-quality	Genome-fragment	0.98	AAI-based (medium-confidence)	0.0	1.0	
k141_7026	829	No	NA	1	1	0	Low-quality	Genome-fragment	1.44	HMM-based (lower-bound)	0.0	1.0	
k141_13051	345	No	NA	1	0	0	Low-quality	Genome-fragment	0.54	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_48491	1522	No	NA	2	1	0	Low-quality	Genome-fragment	2.83	HMM-based (lower-bound)	0.0	1.0	
k141_66796	3568	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_36891	7540	No	NA	10	3	0	Low-quality	Genome-fragment	18.11	AAI-based (medium-confidence)	0.0	1.0	
k141_945	774	No	NA	2	1	0	Low-quality	Genome-fragment	1.57	AAI-based (high-confidence)	0.0	1.0	
k141_48530	808	No	NA	1	0	0	Low-quality	Genome-fragment	0.8	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_31031	5518	No	NA	3	0	0	Low-quality	Genome-fragment	6.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_48531	3943	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24982	535	No	NA	1	0	0	Low-quality	Genome-fragment	1.56	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_13173	20788	No	NA	15	1	2	Low-quality	Genome-fragment	13.02	AAI-based (medium-confidence)	0.0	1.0	
k141_13191	1138	No	NA	2	0	0	Low-quality	Genome-fragment	1.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_66857	2435	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18867	24812	No	NA	21	5	1	Low-quality	Genome-fragment	28.71	AAI-based (high-confidence)	0.0	1.0	
k141_54941	5512	No	NA	5	5	0	Low-quality	Genome-fragment	10.39	AAI-based (high-confidence)	0.0	1.0	
k141_13220	392	No	NA	1	0	0	Low-quality	Genome-fragment	1.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_36968	2231	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_31094	3140	No	NA	8	1	0	Low-quality	Genome-fragment	3.09	HMM-based (lower-bound)	0.0	1.0	
k141_42950	1867	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_31162	3308	No	NA	7	0	0	Low-quality	Genome-fragment	3.32	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_13282	2875	No	NA	5	0	0	Low-quality	Genome-fragment	3.48	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_18955	23499	No	NA	23	6	1	Low-quality	Genome-fragment	27.25	AAI-based (high-confidence)	0.0	1.0	
k141_13337	2404	No	NA	4	2	0	Low-quality	Genome-fragment	3.87	HMM-based (lower-bound)	0.0	1.0	
k141_31219	1318	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_43029	3036	No	NA	5	1	0	Low-quality	Genome-fragment	8.48	AAI-based (high-confidence)	0.0	1.0	
k141_31309	893	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1147	7989	No	NA	15	1	0	Low-quality	Genome-fragment	22.32	AAI-based (high-confidence)	0.0	1.0	
k141_37129	551	No	NA	3	2	0	Low-quality	Genome-fragment	1.82	AAI-based (high-confidence)	0.0	1.0	
k141_7453	751	No	NA	2	2	0	Low-quality	Genome-fragment	1.68	AAI-based (medium-confidence)	0.0	1.0	
k141_67075	3937	No	NA	4	0	1	Low-quality	Genome-fragment	4.02	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_37163	527	No	NA	2	1	0	Low-quality	Genome-fragment	1.29	AAI-based (high-confidence)	0.0	1.0	
k141_25121	6255	No	NA	7	1	0	Low-quality	Genome-fragment	7.6	AAI-based (high-confidence)	0.0	1.0	
k141_13401	8618	No	NA	13	7	0	Low-quality	Genome-fragment	16.18	AAI-based (high-confidence)	0.0	1.0	
k141_55170	580	No	NA	1	0	0	Low-quality	Genome-fragment	0.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_60812	1632	No	NA	4	2	0	Low-quality	Genome-fragment	4.39	AAI-based (high-confidence)	0.0	1.0	
k141_55192	687	No	NA	1	1	0	Low-quality	Genome-fragment	0.97	HMM-based (lower-bound)	0.0	1.0	
k141_31436	12364	No	NA	27	0	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_7558	510	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_13471	4860	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_60837	3554	No	NA	5	0	0	Low-quality	Genome-fragment	5.43	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_37236	866	No	NA	2	1	0	Low-quality	Genome-fragment	1.87	AAI-based (medium-confidence)	0.0	1.0	
k141_19084	789	No	NA	1	0	0	Low-quality	Genome-fragment	1.91	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_43253	1691	No	NA	2	1	0	Low-quality	Genome-fragment	4.26	AAI-based (high-confidence)	0.0	1.0	
k141_43271	915	No	NA	2	0	0	Low-quality	Genome-fragment	0.71	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_60880	1587	No	NA	3	3	0	Low-quality	Genome-fragment	3.74	AAI-based (high-confidence)	0.0	1.0	
k141_25238	3867	No	NA	8	0	0	Low-quality	Genome-fragment	5.01	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_13598	414	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7704	4922	No	NA	6	1	0	Low-quality	Genome-fragment	12.9	AAI-based (medium-confidence)	0.0	1.0	
k141_48856	830	No	NA	3	1	0	Low-quality	Genome-fragment	2.14	AAI-based (high-confidence)	0.0	1.0	
k141_1415	8358	No	NA	13	1	0	Low-quality	Genome-fragment	14.67	AAI-based (medium-confidence)	0.0	1.0	
k141_43353	5120	No	NA	6	1	0	Low-quality	Genome-fragment	10.55	AAI-based (medium-confidence)	0.0	1.0	
k141_43389	743	No	NA	1	0	0	Low-quality	Genome-fragment	1.76	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_67368	638	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_43396	2359	No	NA	3	0	1	Low-quality	Genome-fragment	2.7	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_43418	13255	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7857	6303	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_43464	353	No	NA	1	0	0	Low-quality	Genome-fragment	0.86	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_1550	943	No	NA	1	1	0	Low-quality	Genome-fragment	2.18	AAI-based (high-confidence)	0.0	1.0	
k141_48922	6885	No	NA	7	6	0	Low-quality	Genome-fragment	19.24	AAI-based (high-confidence)	0.0	1.0	
k141_48923	5219	No	NA	10	1	0	Low-quality	Genome-fragment	9.69	AAI-based (high-confidence)	0.0	1.0	
k141_13688	3486	No	NA	5	0	0	Low-quality	Genome-fragment	8.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_67444	2577	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_61062	1605	No	NA	5	3	0	Low-quality	Genome-fragment	4.49	AAI-based (high-confidence)	0.0	1.0	
k141_13696	469	No	NA	1	1	0	Low-quality	Genome-fragment	0.9	AAI-based (medium-confidence)	0.0	1.0	
k141_13722	1304	No	NA	2	0	1	Low-quality	Genome-fragment	2.79	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_25486	3802	Yes	3365	4	1	1	Low-quality	Genome-fragment	8.02	AAI-based (medium-confidence)	11.49	1.0	
k141_61066	2358	No	NA	4	0	0	Low-quality	Genome-fragment	2.24	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_37423	4034	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_37428	315	No	NA	1	1	0	Low-quality	Genome-fragment	0.39	HMM-based (lower-bound)	0.0	1.0	
k141_37439	7601	No	NA	11	6	0	Low-quality	Genome-fragment	13.06	AAI-based (high-confidence)	0.0	1.0	
k141_25511	14410	No	NA	22	1	1	Low-quality	Genome-fragment	8.89	HMM-based (lower-bound)	0.0	1.0	
k141_31824	3523	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_67505	382	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	HMM-based (lower-bound)	0.0	1.0	
k141_1650	466	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_37459	749	No	NA	4	0	0	Low-quality	Genome-fragment	2.18	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_8098	2118	No	NA	3	0	0	Low-quality	Genome-fragment	4.19	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_48999	1029	No	NA	3	3	0	Low-quality	Genome-fragment	3.12	AAI-based (high-confidence)	0.0	1.0	
k141_49006	964	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19301	7676	No	NA	10	8	0	Low-quality	Genome-fragment	25.92	AAI-based (high-confidence)	0.0	1.0	
k141_25645	364	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_31996	619	No	NA	1	1	0	Low-quality	Genome-fragment	1.28	AAI-based (high-confidence)	0.0	1.0	
k141_32024	745	No	NA	1	1	0	Low-quality	Genome-fragment	1.38	HMM-based (lower-bound)	0.0	1.0	
k141_37549	6477	No	NA	10	9	0	Low-quality	Genome-fragment	21.35	AAI-based (high-confidence)	0.0	1.0	
k141_13864	5749	No	NA	6	2	0	Low-quality	Genome-fragment	3.57	HMM-based (lower-bound)	0.0	1.0	
k141_49168	429	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_37605	8178	No	NA	11	0	1	Low-quality	Genome-fragment	21.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_32123	6331	No	NA	14	1	0	Low-quality	Genome-fragment	11.81	AAI-based (high-confidence)	0.0	1.0	
k141_37639	9378	No	NA	12	2	5	Low-quality	Genome-fragment	12.74	AAI-based (medium-confidence)	0.0	1.0	
k141_19451	112271	No	NA	147	30	7	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
k141_43614	49420	Yes	30693	56	20	6	Medium-quality	Genome-fragment	63.6	AAI-based (high-confidence)	37.89	1.0	
k141_43630	5233	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_43633	2730	No	NA	7	5	0	Low-quality	Genome-fragment	4.19	AAI-based (high-confidence)	0.0	1.0	
k141_49207	20587	No	NA	24	1	5	Low-quality	Genome-fragment	31.15	HMM-based (lower-bound)	0.0	1.0	
k141_8212	2764	No	NA	3	0	1	Low-quality	Genome-fragment	3.07	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_67850	2224	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1949	429	No	NA	1	1	0	Low-quality	Genome-fragment	0.64	HMM-based (lower-bound)	0.0	1.0	
k141_67855	12831	No	NA	11	2	0	Low-quality	Genome-fragment	14.76	AAI-based (high-confidence)	0.0	1.0	
k141_8279	1118	No	NA	3	1	0	Low-quality	Genome-fragment	2.44	AAI-based (high-confidence)	0.0	1.0	
k141_25836	848	No	NA	3	0	0	Low-quality	Genome-fragment	1.57	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_25847	641	No	NA	1	1	0	Low-quality	Genome-fragment	1.48	AAI-based (high-confidence)	0.0	1.0	
k141_19590	485	No	NA	1	0	0	Low-quality	Genome-fragment	0.58	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_67892	12842	No	NA	11	2	0	Low-quality	Genome-fragment	14.79	AAI-based (high-confidence)	0.0	1.0	
k141_37746	5923	No	NA	6	4	0	Low-quality	Genome-fragment	11.1	AAI-based (high-confidence)	0.0	1.0	
k141_14032	2851	No	NA	4	0	0	Low-quality	Genome-fragment	4.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_67905	5292	No	NA	8	2	0	Low-quality	Genome-fragment	11.18	AAI-based (high-confidence)	0.0	1.0	
k141_67908	362	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_49235	6046	No	NA	9	1	0	Low-quality	Genome-fragment	6.97	AAI-based (high-confidence)	0.0	1.01	
k141_14097	5051	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_43811	3258	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19639	1090	No	NA	3	0	0	Low-quality	Genome-fragment	0.73	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_37790	7722	No	NA	8	2	0	Low-quality	Genome-fragment	18.91	AAI-based (high-confidence)	0.0	1.0	
k141_37797	11322	No	NA	10	5	1	Low-quality	Genome-fragment	27.0	AAI-based (medium-confidence)	0.0	1.0	
k141_19687	5948	No	NA	6	0	0	Low-quality	Genome-fragment	10.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_32476	3931	No	NA	6	3	0	Low-quality	Genome-fragment	3.74	AAI-based (high-confidence)	0.0	1.0	
k141_37876	6914	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_37879	433	No	NA	1	1	0	Low-quality	Genome-fragment	0.64	HMM-based (lower-bound)	0.0	1.0	
k141_49449	6030	Yes	2172	9	2	2	Low-quality	Genome-fragment	2.3	HMM-based (lower-bound)	63.98	1.0	
k141_55986	363	No	NA	1	1	0	Low-quality	Genome-fragment	0.97	AAI-based (medium-confidence)	0.0	1.0	
k141_61603	995	No	NA	1	1	0	Low-quality	Genome-fragment	2.95	AAI-based (high-confidence)	0.0	1.0	
k141_8607	2815	No	NA	1	1	0	Low-quality	Genome-fragment	6.37	AAI-based (high-confidence)	0.0	1.0	
k141_43993	1159	No	NA	2	1	0	Low-quality	Genome-fragment	2.58	AAI-based (medium-confidence)	0.0	1.0	
