seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_3786	5732	No terminal repeats	NA	13	11	0.9795	NA	0	11.0299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_12057	2204	No terminal repeats	NA	2	11	0.9795	NA	1	3.0158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_36523|provirus_180_6804	6625	Provirus	180-6804	7	11	0.9795	NA	3	7.4310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53557	56102	No terminal repeats	NA	89	11	0.9793	NA	11	98.0836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13401	8618	No terminal repeats	NA	13	11	0.9793	NA	4	17.9346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_47648	14279	No terminal repeats	NA	20	11	0.9792	NA	6	17.3501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16632	4331	No terminal repeats	NA	3	11	0.9792	NA	1	4.5552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11415	1824	No terminal repeats	NA	3	11	0.9791	NA	1	4.8584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_47537	5737	No terminal repeats	NA	12	11	0.9790	NA	1	15.3995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_20508	2972	No terminal repeats	NA	4	11	0.9789	NA	2	6.6528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_17531	7979	No terminal repeats	NA	19	11	0.9788	NA	0	9.6807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_58286	9039	No terminal repeats	NA	12	11	0.9787	NA	2	15.2914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6080	21827	No terminal repeats	NA	32	11	0.9787	NA	9	36.9248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65834	3682	No terminal repeats	NA	3	11	0.9786	NA	1	4.6761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39526	9678	No terminal repeats	NA	18	11	0.9784	NA	3	15.9906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29458	5165	No terminal repeats	NA	10	11	0.9784	NA	1	11.8082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13107|provirus_16_4067	4052	Provirus	16-4067	9	11	0.9784	NA	0	10.7390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10983	7500	No terminal repeats	NA	14	11	0.9783	NA	0	19.4954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_24335	3298	No terminal repeats	NA	5	11	0.9783	NA	4	7.6541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41987|provirus_14889_59218	44330	Provirus	14889-59218	58	11	0.9781	NA	10	48.2990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_69528|provirus_12393_22138	9746	Provirus	12393-22138	14	11	0.9780	NA	3	13.9336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56679	7532	No terminal repeats	NA	16	11	0.9780	NA	1	13.9986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_19301	7676	No terminal repeats	NA	10	11	0.9777	NA	7	12.9490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16050	4779	No terminal repeats	NA	4	11	0.9775	NA	1	4.4210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_395	10841	No terminal repeats	NA	17	11	0.9775	NA	5	18.9888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11313	2770	No terminal repeats	NA	2	11	0.9773	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_21019	53850	No terminal repeats	NA	77	11	0.9771	NA	10	68.6947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_7704	4922	No terminal repeats	NA	6	11	0.9771	NA	3	9.5155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_18617|provirus_3_58698	58696	Provirus	3-58698	86	11	0.9770	NA	17	71.8702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_22895	11625	No terminal repeats	NA	10	11	0.9769	NA	1	12.3652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_52189	34065	No terminal repeats	NA	37	11	0.9766	NA	7	37.5064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37549	6477	No terminal repeats	NA	10	11	0.9766	NA	3	12.6839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_58747	5604	No terminal repeats	NA	7	11	0.9762	NA	3	9.9794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_31162	3308	No terminal repeats	NA	7	11	0.9762	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41354|provirus_17770_25263	7494	Provirus	17770-25263	13	11	0.9762	NA	0	9.9224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48583|provirus_398_42618	42221	Provirus	398-42618	46	11	0.9758	NA	12	65.2019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16642	1491	No terminal repeats	NA	3	11	0.9758	NA	1	4.7076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_492	7595	No terminal repeats	NA	9	11	0.9758	NA	5	10.2874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_47912	7863	No terminal repeats	NA	11	11	0.9757	NA	0	7.2371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46067	5363	No terminal repeats	NA	6	11	0.9757	NA	0	5.9134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_45541	3106	No terminal repeats	NA	3	11	0.9757	NA	2	4.0485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_30427	5706	No terminal repeats	NA	11	11	0.9750	NA	0	12.2744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8748|provirus_2_5615	5614	Provirus	2-5615	8	11	0.9748	NA	0	9.7576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_45359	8162	No terminal repeats	NA	20	11	0.9748	NA	1	22.1668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10866	2854	No terminal repeats	NA	3	11	0.9747	NA	2	3.2472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_32123	6331	No terminal repeats	NA	14	11	0.9745	NA	1	13.2709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_530	4149	No terminal repeats	NA	5	11	0.9744	NA	0	5.0861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68728	4955	No terminal repeats	NA	13	11	0.9744	NA	2	6.9596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13191	1138	No terminal repeats	NA	2	11	0.9742	NA	1	3.2868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_3312	5453	No terminal repeats	NA	6	11	0.9737	NA	0	4.6148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_62213|provirus_3_8550	8548	Provirus	3-8550	12	11	0.9736	NA	1	14.2433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71554	442	No terminal repeats	NA	1	11	0.9735	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46524	2415	No terminal repeats	NA	1	11	0.9735	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_37746	5923	No terminal repeats	NA	6	11	0.9732	NA	3	7.2738	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2344	19907	No terminal repeats	NA	25	11	0.9731	NA	7	33.0573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70965	2556	No terminal repeats	NA	5	11	0.9731	NA	0	2.9535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_43633	2730	No terminal repeats	NA	7	11	0.9730	NA	6	11.2025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_5199	2296	No terminal repeats	NA	2	11	0.9722	NA	2	2.9220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_20240	1776	No terminal repeats	NA	2	11	0.9722	NA	1	2.8264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_28139	3476	No terminal repeats	NA	8	11	0.9721	NA	1	8.2053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60812	1632	No terminal repeats	NA	4	11	0.9719	NA	1	6.6708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48029	2103	No terminal repeats	NA	5	11	0.9718	NA	1	7.6604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_21033	3522	No terminal repeats	NA	6	11	0.9717	NA	0	7.6475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66113	537	No terminal repeats	NA	2	11	0.9717	NA	1	3.2362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_18281	2016	No terminal repeats	NA	3	11	0.9714	NA	1	5.1307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57393	21221	No terminal repeats	NA	25	11	0.9712	NA	10	32.0267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37790	7722	No terminal repeats	NA	8	11	0.9711	NA	2	13.2892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66403	4586	No terminal repeats	NA	1	11	0.9711	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_5706	2832	No terminal repeats	NA	8	11	0.9711	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36826|provirus_48217_107017	58801	Provirus	48217-107017	79	11	0.9710	NA	15	80.4154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70943	18428	No terminal repeats	NA	28	11	0.9708	NA	7	28.8167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10060|provirus_6292_51341	45050	Provirus	6292-51341	59	11	0.9708	NA	14	67.1536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48530	808	No terminal repeats	NA	1	11	0.9707	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3487	2930	No terminal repeats	NA	3	11	0.9704	NA	1	5.1307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_59872	3925	No terminal repeats	NA	7	11	0.9701	NA	0	7.0440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65059	712	No terminal repeats	NA	3	11	0.9700	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48923	5219	No terminal repeats	NA	10	11	0.9700	NA	2	9.0153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46835	676	No terminal repeats	NA	1	11	0.9696	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40423	2627	No terminal repeats	NA	3	11	0.9695	NA	0	4.9236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6873	1361	No terminal repeats	NA	5	11	0.9694	NA	1	6.5002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_38357	2707	No terminal repeats	NA	5	11	0.9692	NA	1	6.7982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_49815	3992	No terminal repeats	NA	1	11	0.9692	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_70821|provirus_230184_300188	70005	Provirus	230184-300188	65	11	0.9690	NA	2	70.1417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65623	15150	No terminal repeats	NA	16	11	0.9689	NA	3	15.3689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16737	4705	No terminal repeats	NA	5	11	0.9688	NA	1	4.8502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41496	724	No terminal repeats	NA	2	11	0.9688	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_25121	6255	No terminal repeats	NA	7	11	0.9687	NA	0	3.0033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_18233	5945	No terminal repeats	NA	12	11	0.9684	NA	0	8.4822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40505|provirus_2_11737	11736	Provirus	2-11737	20	11	0.9683	NA	2	12.4182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_47459	537	No terminal repeats	NA	2	11	0.9683	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60880	1587	No terminal repeats	NA	3	11	0.9679	NA	3	4.7019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_25486	3802	No terminal repeats	NA	4	11	0.9678	NA	0	3.3921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16786	2624	No terminal repeats	NA	6	11	0.9677	NA	3	6.4171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_26297|provirus_40787_72187	31401	Provirus	40787-72187	31	11	0.9675	NA	3	41.8243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8149|provirus_2_25408	25407	Provirus	2-25408	35	11	0.9675	NA	4	18.6189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70910	719	No terminal repeats	NA	3	11	0.9674	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9509	2718	No terminal repeats	NA	2	11	0.9674	NA	2	2.9442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_50339	2756	No terminal repeats	NA	6	11	0.9671	NA	1	5.6957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46264	3181	No terminal repeats	NA	3	11	0.9671	NA	1	4.2704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11146	464	No terminal repeats	NA	1	11	0.9667	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_23728|provirus_6282_16092	9811	Provirus	6282-16092	10	11	0.9666	NA	2	14.9468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53684|provirus_6595_16412	9818	Provirus	6595-16412	16	11	0.9666	NA	2	7.6505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6297	3897	No terminal repeats	NA	5	11	0.9664	NA	1	6.8657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70490	27776	No terminal repeats	NA	36	11	0.9663	NA	13	43.6543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_50411	8593	No terminal repeats	NA	17	11	0.9659	NA	2	12.7608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14140|provirus_57806_93484	35679	Provirus	57806-93484	49	11	0.9654	NA	11	40.8303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37439	7601	No terminal repeats	NA	11	11	0.9654	NA	4	10.1169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48999	1029	No terminal repeats	NA	3	11	0.9652	NA	1	4.9544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_19451	112271	No terminal repeats	NA	147	11	0.9650	NA	24	92.1624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29022	3473	No terminal repeats	NA	9	11	0.9645	NA	0	5.7397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_35994	3032	No terminal repeats	NA	1	11	0.9644	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14760	770	No terminal repeats	NA	2	11	0.9643	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_67850	2224	No terminal repeats	NA	3	11	0.9642	NA	1	5.1307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_30496	2575	No terminal repeats	NA	4	11	0.9640	NA	2	5.0808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40960	3399	No terminal repeats	NA	4	11	0.9639	NA	1	4.9392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
