seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
SRR2912786_4669	13803	No terminal repeats	NA	31	11	0.9820	NA	1	42.3291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_15997	5416	DTR	NA	8	11	0.9818	NA	2	10.3097	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
SRR2912786_32697	3906	No terminal repeats	NA	3	11	0.9818	NA	0	4.3284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
SRR2912786_3525	9546	No terminal repeats	NA	9	11	0.9818	NA	1	12.3930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_30616	11700	No terminal repeats	NA	8	11	0.9817	NA	0	11.6534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4383	13179	No terminal repeats	NA	21	11	0.9817	NA	4	21.7891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_24787	6200	No terminal repeats	NA	14	11	0.9817	NA	0	13.4016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_7077	26754	No terminal repeats	NA	28	11	0.9816	NA	4	39.4766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_12644	3956	No terminal repeats	NA	8	11	0.9816	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
SRR2912786_73	16610	No terminal repeats	NA	26	11	0.9815	NA	3	16.7407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_5544	38018	No terminal repeats	NA	51	11	0.9815	NA	9	56.7374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_24351	4729	No terminal repeats	NA	5	11	0.9815	NA	0	7.6076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_21856	9164	No terminal repeats	NA	13	11	0.9814	NA	7	18.4364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_21183	3939	No terminal repeats	NA	6	11	0.9814	NA	2	9.9811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_39572	4136	No terminal repeats	NA	6	11	0.9813	NA	4	9.8006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_28335	2950	No terminal repeats	NA	7	11	0.9812	NA	2	10.2198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_13962	3168	No terminal repeats	NA	7	11	0.9811	NA	2	9.1800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_50825	3648	No terminal repeats	NA	9	11	0.9811	NA	0	10.3409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_10841	9050	No terminal repeats	NA	16	11	0.9810	NA	5	24.2980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_30588	1336	No terminal repeats	NA	2	11	0.9810	NA	1	3.2657	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
SRR2912786_6345	9747	No terminal repeats	NA	12	11	0.9810	NA	7	17.6348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_1292	6008	No terminal repeats	NA	7	11	0.9808	NA	0	10.8871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_7256	13577	No terminal repeats	NA	13	11	0.9807	NA	0	14.8572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
SRR2912786_30771	7445	No terminal repeats	NA	12	11	0.9807	NA	1	13.3181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_48877	2349	No terminal repeats	NA	7	11	0.9806	NA	1	8.2798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_10187	15015	No terminal repeats	NA	12	11	0.9804	NA	2	17.1732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
SRR2912786_13956	18380	No terminal repeats	NA	22	11	0.9804	NA	9	31.6259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_9876	10830	No terminal repeats	NA	9	11	0.9804	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_12162	12784	No terminal repeats	NA	24	11	0.9804	NA	1	17.9835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3780	22453	No terminal repeats	NA	28	11	0.9803	NA	0	38.7787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
SRR2912786_11643	10536	No terminal repeats	NA	22	11	0.9803	NA	1	17.2719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_17646	5185	No terminal repeats	NA	5	11	0.9803	NA	4	7.8264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4313	4681	No terminal repeats	NA	9	11	0.9803	NA	1	9.5538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_39081	4926	No terminal repeats	NA	8	11	0.9801	NA	0	11.4440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_1390	42505	No terminal repeats	NA	47	11	0.9801	NA	2	44.3339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_5020	13256	No terminal repeats	NA	11	11	0.9800	NA	1	9.6060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_37008	10425	No terminal repeats	NA	7	11	0.9800	NA	1	10.3077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_28412	6748	No terminal repeats	NA	8	11	0.9799	NA	0	9.9102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4822	6975	No terminal repeats	NA	15	11	0.9799	NA	1	11.3139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_16355	3708	No terminal repeats	NA	6	11	0.9799	NA	1	8.3645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_15642	32015	No terminal repeats	NA	48	11	0.9798	NA	9	62.1732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_28948	3475	No terminal repeats	NA	4	11	0.9798	NA	0	5.4023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_9736	8243	No terminal repeats	NA	14	11	0.9798	NA	4	15.9319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_8335	10392	No terminal repeats	NA	21	11	0.9795	NA	0	21.6191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_65417	4206	No terminal repeats	NA	3	11	0.9795	NA	3	4.6461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_29164	5412	No terminal repeats	NA	9	11	0.9794	NA	2	8.3414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_18445	7265	No terminal repeats	NA	13	11	0.9794	NA	1	9.0252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3689	6067	No terminal repeats	NA	18	11	0.9793	NA	0	14.4190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_2935	25664	No terminal repeats	NA	17	11	0.9793	NA	0	20.3429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_1828	5182	No terminal repeats	NA	13	11	0.9792	NA	1	12.4933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_2401	6912	No terminal repeats	NA	8	11	0.9791	NA	0	9.0322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_1326	18681	No terminal repeats	NA	24	11	0.9791	NA	3	20.9933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_93116	1645	No terminal repeats	NA	3	11	0.9787	NA	1	5.1521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4503	41913	No terminal repeats	NA	74	11	0.9785	NA	2	60.6455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_28201	4231	No terminal repeats	NA	4	11	0.9785	NA	1	3.3856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_47539	5768	No terminal repeats	NA	2	11	0.9783	NA	1	2.8529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_51744	5875	No terminal repeats	NA	12	11	0.9782	NA	1	12.4850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_9520	15752	No terminal repeats	NA	28	11	0.9782	NA	1	21.4693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_22492	3084	No terminal repeats	NA	8	11	0.9781	NA	1	10.0402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_62390	2781	No terminal repeats	NA	4	11	0.9781	NA	0	4.5553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_10360	4700	No terminal repeats	NA	10	11	0.9781	NA	2	8.8946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_8963	7593	No terminal repeats	NA	15	11	0.9780	NA	0	16.4800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_15862	6122	No terminal repeats	NA	7	11	0.9779	NA	1	10.6391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_98491	4438	No terminal repeats	NA	7	11	0.9779	NA	1	6.8306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_11186	17613	No terminal repeats	NA	23	11	0.9778	NA	9	34.0635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_939	42407	No terminal repeats	NA	83	11	0.9778	NA	1	58.1735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_5232	11816	No terminal repeats	NA	2	11	0.9778	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
SRR2912786_2823	3490	No terminal repeats	NA	6	11	0.9778	NA	1	5.6578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_30250	3369	No terminal repeats	NA	5	11	0.9777	NA	0	5.1043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
SRR2912786_922	20699	No terminal repeats	NA	31	11	0.9776	NA	5	29.4696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_14526	11803	No terminal repeats	NA	19	11	0.9775	NA	3	15.2499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_9827	4907	No terminal repeats	NA	2	11	0.9774	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
SRR2912786_21639	2960	No terminal repeats	NA	5	11	0.9774	NA	1	4.6168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_121194	2664	No terminal repeats	NA	6	11	0.9773	NA	0	7.3661	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_19310	8020	No terminal repeats	NA	3	11	0.9771	NA	0	3.4353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_10433	10682	No terminal repeats	NA	14	11	0.9770	NA	4	10.6130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_67534	3369	No terminal repeats	NA	6	11	0.9770	NA	0	7.5872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_36891	2291	No terminal repeats	NA	3	11	0.9770	NA	2	4.7952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_18215	1781	No terminal repeats	NA	4	11	0.9769	NA	1	6.7207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_2124	41720	No terminal repeats	NA	44	11	0.9768	NA	1	34.9047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_14270	8919	No terminal repeats	NA	27	11	0.9766	NA	0	19.7523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_28528	7615	No terminal repeats	NA	8	11	0.9764	NA	1	7.4913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_813	17475	No terminal repeats	NA	43	11	0.9764	NA	0	17.1294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_33308	1593	No terminal repeats	NA	5	11	0.9763	NA	3	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_7605	8379	No terminal repeats	NA	19	11	0.9762	NA	0	15.8854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_2896	16322	No terminal repeats	NA	20	11	0.9762	NA	1	18.3522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_132261	1789	DTR	NA	5	11	0.9762	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_41940	3736	No terminal repeats	NA	8	11	0.9761	NA	3	10.2274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_36737	4135	No terminal repeats	NA	2	11	0.9760	NA	0	2.9450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_148963	1172	No terminal repeats	NA	2	11	0.9759	NA	2	2.6360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_16882	11868	No terminal repeats	NA	15	11	0.9758	NA	3	10.9597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_9948	10129	No terminal repeats	NA	14	11	0.9758	NA	0	8.6337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_213954	1331	No terminal repeats	NA	2	11	0.9756	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3210	22982	No terminal repeats	NA	49	11	0.9755	NA	0	22.7486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_792	31814	No terminal repeats	NA	39	11	0.9755	NA	4	32.6742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_55612	2411	No terminal repeats	NA	3	11	0.9755	NA	2	4.6912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_16870	3031	No terminal repeats	NA	7	11	0.9755	NA	4	8.7370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_35727	3277	No terminal repeats	NA	6	11	0.9755	NA	0	5.0024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_27641	3778	No terminal repeats	NA	8	11	0.9751	NA	1	7.3707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4178	41007	No terminal repeats	NA	45	11	0.9749	NA	20	54.4110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_5138	15855	No terminal repeats	NA	21	11	0.9749	NA	3	11.7805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_48752	1243	No terminal repeats	NA	3	11	0.9747	NA	2	4.3872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_7081	9715	No terminal repeats	NA	18	11	0.9747	NA	6	24.3141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_26242	2522	No terminal repeats	NA	11	11	0.9745	NA	0	9.5199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_34793	3281	No terminal repeats	NA	12	11	0.9744	NA	0	10.1467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_14301	2915	No terminal repeats	NA	4	11	0.9744	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_42366	2802	No terminal repeats	NA	4	11	0.9743	NA	0	4.4806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_67915	3431	No terminal repeats	NA	4	11	0.9743	NA	3	5.7975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_12870	3346	No terminal repeats	NA	5	11	0.9741	NA	0	4.5436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_5707	2852	No terminal repeats	NA	3	11	0.9737	NA	1	3.1414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_26575	1728	No terminal repeats	NA	3	11	0.9737	NA	1	4.0629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_6043	1377	No terminal repeats	NA	2	11	0.9736	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_203750	485	No terminal repeats	NA	1	15	0.9735	NA	1	1.5107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4698	4257	No terminal repeats	NA	13	11	0.9735	NA	0	11.7123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_68860	2770	No terminal repeats	NA	6	11	0.9733	NA	3	6.3818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_15431	7597	No terminal repeats	NA	15	11	0.9731	NA	0	7.8301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3307	11665	No terminal repeats	NA	22	11	0.9731	NA	0	14.7572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4059	14293	No terminal repeats	NA	30	11	0.9727	NA	0	11.3224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3304	7372	No terminal repeats	NA	7	11	0.9726	NA	0	5.8318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_1775	26607	No terminal repeats	NA	35	11	0.9725	NA	15	40.0492	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_57572	2898	No terminal repeats	NA	5	11	0.9724	NA	3	8.2623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_288	66188	No terminal repeats	NA	75	11	0.9723	NA	4	55.2406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_66513	2497	No terminal repeats	NA	6	11	0.9722	NA	1	6.4688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3738	27021	No terminal repeats	NA	34	11	0.9720	NA	13	32.4173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_20524	7186	No terminal repeats	NA	1	11	0.9720	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_17535	14253	No terminal repeats	NA	12	11	0.9718	NA	2	10.1874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_7340	5491	No terminal repeats	NA	3	11	0.9717	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_32557	2600	No terminal repeats	NA	6	11	0.9717	NA	2	4.0161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_15852	3873	No terminal repeats	NA	6	11	0.9715	NA	0	6.8701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_110218	1529	No terminal repeats	NA	3	11	0.9711	NA	3	5.0969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_33054	2551	No terminal repeats	NA	6	11	0.9711	NA	1	4.9543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_254647	745	No terminal repeats	NA	1	11	0.9711	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_78530	1147	No terminal repeats	NA	2	11	0.9710	NA	1	3.1702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_141393	2136	No terminal repeats	NA	2	11	0.9709	NA	2	3.2192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_19491	499	No terminal repeats	NA	2	11	0.9706	NA	1	3.2302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_142736	1838	No terminal repeats	NA	5	11	0.9703	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_21463	4661	No terminal repeats	NA	10	11	0.9703	NA	0	6.5022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_263348	217	No terminal repeats	NA	1	11	0.9702	NA	1	1.4898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_67018	1548	No terminal repeats	NA	2	11	0.9702	NA	2	2.9743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_118648	1490	No terminal repeats	NA	2	11	0.9700	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_80103	708	No terminal repeats	NA	1	11	0.9697	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_3402	13097	No terminal repeats	NA	24	11	0.9696	NA	3	20.1020	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_74017	999	No terminal repeats	NA	1	11	0.9695	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_324463	201	No terminal repeats	NA	1	11	0.9694	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_15357	2218	No terminal repeats	NA	5	11	0.9694	NA	1	4.7534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_4645	6142	No terminal repeats	NA	6	11	0.9693	NA	3	7.7448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SRR2912786_36114	5136	No terminal repeats	NA	8	11	0.9690	NA	0	6.1183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
