contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
SRR2912786_6043	1377	No	NA	2	2	0	Low-quality	Genome-fragment	3.5	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_6210	1405	No	NA	2	2	0	Low-quality	Genome-fragment	3.22	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_6342	4597	No	NA	8	1	0	Low-quality	Genome-fragment	3.31	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_6345	9747	No	NA	12	10	0	Low-quality	Genome-fragment	23.78	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_6496	1927	No	NA	2	2	0	Low-quality	Genome-fragment	5.07	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_6766	905	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_6774	2905	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_6989	506	No	NA	1	1	0	Low-quality	Genome-fragment	0.69	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_7077	26754	No	NA	28	5	0	Medium-quality	Genome-fragment	52.77	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7081	9715	No	NA	18	15	0	Low-quality	Genome-fragment	21.16	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7246	6254	No	NA	3	1	0	Low-quality	Genome-fragment	7.6	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7256	13577	No	NA	13	1	0	Low-quality	Genome-fragment	12.74	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7340	5491	No	NA	3	3	0	Low-quality	Genome-fragment	9.06	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7400	820	No	NA	2	0	0	Low-quality	Genome-fragment	2.09	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_7472	1531	No	NA	2	1	0	Low-quality	Genome-fragment	4.06	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7605	8379	No	NA	19	3	0	Low-quality	Genome-fragment	6.69	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7748	199	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_7751	957	No	NA	2	2	0	Low-quality	Genome-fragment	2.36	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_7803	2523	No	NA	5	0	0	Low-quality	Genome-fragment	1.64	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_7838	199	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_7929	8127	No	NA	7	0	1	Low-quality	Genome-fragment	9.06	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_8084	5479	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_8091	3542	No	NA	2	0	1	Low-quality	Genome-fragment	4.1	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_8335	10392	No	NA	21	1	0	Low-quality	Genome-fragment	6.76	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_8471	5815	No	NA	5	0	0	Low-quality	Genome-fragment	4.69	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_8834	10761	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
SRR2912786_8963	7593	No	NA	15	1	1	Low-quality	Genome-fragment	12.4	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_9510	5048	No	NA	6	0	0	Low-quality	Genome-fragment	8.56	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_9520	15752	No	NA	28	6	1	Low-quality	Genome-fragment	48.44	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_9685	944	No	NA	2	1	0	Low-quality	Genome-fragment	2.57	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_9736	8243	No	NA	14	5	0	Low-quality	Genome-fragment	25.54	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_9827	4907	No	NA	2	0	0	Low-quality	Genome-fragment	4.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_9876	10830	No	NA	9	0	0	Low-quality	Genome-fragment	7.04	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_9948	10129	No	NA	14	2	0	Low-quality	Genome-fragment	12.3	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_10112	14676	No	NA	16	4	0	Low-quality	Genome-fragment	49.22	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
SRR2912786_10187	15015	No	NA	12	1	0	Low-quality	Genome-fragment	14.15	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_10212	9772	No	NA	9	0	0	Low-quality	Genome-fragment	11.87	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_10312	11815	No	NA	17	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_10316	736	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_10359	2554	No	NA	5	2	0	Low-quality	Genome-fragment	4.44	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_10360	4700	No	NA	10	3	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_10361	175	No	NA	1	0	0	Low-quality	Genome-fragment	0.3	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_10433	10682	No	NA	14	6	0	Low-quality	Genome-fragment	18.08	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_10460	634	No	NA	1	0	0	Low-quality	Genome-fragment	1.31	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_10481	3145	No	NA	3	0	0	Low-quality	Genome-fragment	6.04	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_10583	354	No	NA	1	1	0	Low-quality	Genome-fragment	0.32	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_10627	6299	No	NA	9	5	0	Low-quality	Genome-fragment	14.94	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_10791	4274	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_10841	9050	No	NA	16	12	0	Low-quality	Genome-fragment	22.79	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_10872	2521	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_10935	3876	No	NA	4	0	0	Low-quality	Genome-fragment	7.39	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_11161	678	No	NA	2	1	0	Low-quality	Genome-fragment	1.84	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_11186	17613	No	NA	23	18	1	Low-quality	Genome-fragment	29.82	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_11306	5685	No	NA	1	0	1	Low-quality	Genome-fragment	6.97	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_11401	305	No	NA	1	1	0	Low-quality	Genome-fragment	0.37	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_11403	3661	No	NA	6	1	0	Low-quality	Genome-fragment	1.51	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_11625	2563	No	NA	2	1	0	Low-quality	Genome-fragment	4.31	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_11643	10536	No	NA	22	1	1	Low-quality	Genome-fragment	6.85	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_11719	6632	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_11755	3157	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_11804	9236	No	NA	18	0	0	Low-quality	Genome-fragment	7.43	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_11867	323	No	NA	1	1	0	Low-quality	Genome-fragment	0.75	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12032	445	No	NA	1	0	0	Low-quality	Genome-fragment	1.1	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_12162	12784	No	NA	24	4	0	Low-quality	Genome-fragment	20.99	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12178	4384	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_12183	950	No	NA	3	1	0	Low-quality	Genome-fragment	2.2	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12372	22580	No	NA	20	1	7	Low-quality	Genome-fragment	12.25	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_12396	4296	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_12408	4059	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_12445	3869	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_12627	7275	No	NA	6	1	0	Low-quality	Genome-fragment	4.35	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_12644	3956	No	NA	8	0	0	Low-quality	Genome-fragment	3.69	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_12652	3874	No	NA	7	4	0	Low-quality	Genome-fragment	9.2	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12690	740	No	NA	1	1	0	Low-quality	Genome-fragment	1.1	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_12773	6899	Yes	5470	7	1	1	Low-quality	Genome-fragment	13.56	AAI-based (medium-confidence)	20.71	1.0	
SRR2912786_12775	2694	No	NA	2	0	0	Low-quality	Genome-fragment	6.29	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_12813	5472	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_12831	258	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_12870	3346	No	NA	5	1	0	Low-quality	Genome-fragment	2.67	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12913	14543	No	NA	16	1	0	Low-quality	Genome-fragment	9.46	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12927	4071	No	NA	4	2	0	Low-quality	Genome-fragment	9.17	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_12980	8473	No	NA	11	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_13187	3280	No	NA	3	3	0	Low-quality	Genome-fragment	6.98	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_13660	4103	No	NA	8	8	0	Low-quality	Genome-fragment	11.22	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_13693	4917	No	NA	2	0	0	Low-quality	Genome-fragment	12.41	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_13956	18380	No	NA	22	11	0	Low-quality	Genome-fragment	45.13	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_13962	3168	No	NA	7	4	0	Low-quality	Genome-fragment	8.09	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_14128	6371	No	NA	8	2	0	Low-quality	Genome-fragment	20.57	AAI-based (medium-confidence)	0.0	1.0	
SRR2912786_14270	8919	No	NA	27	0	2	Low-quality	Genome-fragment	6.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_14301	2915	No	NA	4	2	0	Low-quality	Genome-fragment	4.71	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_14328	6916	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_14428	974	No	NA	3	1	0	Low-quality	Genome-fragment	1.57	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_14456	2085	No	NA	3	1	0	Low-quality	Genome-fragment	5.36	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_14526	11803	No	NA	19	6	0	Low-quality	Genome-fragment	34.2	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_14621	5056	No	NA	6	0	0	Low-quality	Genome-fragment	11.7	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_14689	10340	Yes	1797	7	1	2	Low-quality	Genome-fragment	3.22	AAI-based (medium-confidence)	82.62	1.0	
SRR2912786_14733	1635	No	NA	5	2	0	Low-quality	Genome-fragment	3.08	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_14861	5731	No	NA	7	0	0	Low-quality	Genome-fragment	8.8	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_15108	6961	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_15158	12875	No	NA	16	6	0	Low-quality	Genome-fragment	34.64	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_15208	2835	Yes	1714	5	1	1	Low-quality	Genome-fragment	4.67	AAI-based (high-confidence)	39.54	1.0	
SRR2912786_15251	14138	No	NA	14	1	3	Low-quality	Genome-fragment	10.19	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_15264	1420	No	NA	4	1	0	Low-quality	Genome-fragment	2.4	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_15357	2218	No	NA	5	1	0	Low-quality	Genome-fragment	5.77	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_15431	7597	No	NA	15	2	0	Low-quality	Genome-fragment	16.68	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_15461	13168	No	NA	16	11	0	Low-quality	Genome-fragment	40.54	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_15623	639	No	NA	1	0	0	Low-quality	Genome-fragment	6.04	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_15642	32015	No	NA	48	15	1	High-quality	High-quality	90.62	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_15707	2701	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_15786	3848	No	NA	5	0	0	Low-quality	Genome-fragment	9.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SRR2912786_15852	3873	No	NA	6	0	0	Low-quality	Genome-fragment	3.09	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_15862	6122	Yes	4796	7	1	1	Low-quality	Genome-fragment	11.54	AAI-based (medium-confidence)	21.66	1.0	
SRR2912786_15997	5416	No	NA	8	8	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
SRR2912786_16175	2528	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SRR2912786_16221	2813	No	NA	5	0	0	Low-quality	Genome-fragment	1.87	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SRR2912786_16355	3708	No	NA	6	5	0	Low-quality	Genome-fragment	10.08	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_16466	2158	No	NA	2	2	0	Low-quality	Genome-fragment	5.09	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_16558	3079	No	NA	6	1	0	Low-quality	Genome-fragment	5.21	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_16747	699	No	NA	1	1	0	Low-quality	Genome-fragment	1.05	HMM-based (lower-bound)	0.0	1.0	
SRR2912786_16870	3031	No	NA	7	5	0	Low-quality	Genome-fragment	3.68	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_16882	11868	No	NA	15	4	0	Low-quality	Genome-fragment	34.39	AAI-based (high-confidence)	0.0	1.0	
SRR2912786_17030	4831	No	NA	7	2	0	Low-quality	Genome-fragment	10.56	AAI-based (high-confidence)	0.0	1.0	
