user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.19	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	GCF_958453765.1	95.08	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	95.89	0.9	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_958453765.1, s__Phascolarctobacterium_A succinatutens_B, 95.08, 95.89, 0.9; GCF_000434895.1, s__Phascolarctobacterium_A succinatutens_A, 95.0, 95.32, 0.895; GCF_000188175.1, s__Phascolarctobacterium_A succinatutens, 95.0, 95.32, 0.894; GCA_963603005.1, s__Phascolarctobacterium_A sp963603005, 95.0, 95.09, 0.932; GCF_902463975.1, s__Phascolarctobacterium_A sp902463975, 95.0, 94.62, 0.898; GCF_934203365.1, s__Phascolarctobacterium_A sp934203365, 95.0, 94.62, 0.897; GCF_900753045.1, s__Phascolarctobacterium_A sp900753045, 95.0, 94.5, 0.893; GCF_937920985.1, s__Phascolarctobacterium_A sp937920985, 95.0, 94.29, 0.902; GCA_963659725.1, s__Phascolarctobacterium_A sp963659725, 95.0, 94.29, 0.895; GCA_934234275.1, s__Phascolarctobacterium_A sp934234275, 95.0, 93.63, 0.587; GCF_934190775.1, s__Phascolarctobacterium_A sp934190775, 95.0, 93.51, 0.882; GCF_900770955.1, s__Phascolarctobacterium_A sp900770955, 95.0, 93.37, 0.852; GCA_900551335.1, s__Phascolarctobacterium_A sp900551335, 95.79, 84.27, 0.169; GCA_963611535.1, s__Phascolarctobacterium_A sp963611535, 95.0, 83.57, 0.16; GCA_963657675.1, s__Phascolarctobacterium_A sp963657675, 95.0, 83.47, 0.155; GCA_963597755.1, s__Phascolarctobacterium_A sp963597755, 95.0, 82.95, 0.15	58.6	11	N/A	N/A
bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.1%)
bin.20	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.8%)
bin.21	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.98	0.876	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.98	0.876	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902786155.1, s__Agathobacter sp900317585, 95.0, 94.92, 0.68; GCA_937935345.1, s__Agathobacter sp900546625, 95.0, 94.7, 0.801; GCA_934365945.1, s__Agathobacter sp934365945, 95.0, 93.44, 0.609; GCA_963586665.1, s__Agathobacter sp963586665, 95.0, 81.98, 0.168; GCA_963641405.1, s__Agathobacter sp963641405, 95.0, 81.63, 0.151	80.84	11	N/A	N/A
bin.22	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	GCF_020687045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	98.02	0.946	GCF_020687045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	98.02	0.946	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000435975.1, s__Vescimonas sp000435975, 95.0, 91.3, 0.655; GCF_018408575.1, s__Vescimonas coprocola, 95.0, 83.86, 0.212; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 82.14, 0.151	85.29	11	N/A	N/A
bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	GCA_900542395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	97.38	0.805	GCA_900542395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	97.38	0.805	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934630975.1, s__Ventricola sp934630975, 95.0, 90.63, 0.577; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 88.75, 0.486; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 88.53, 0.443; GCA_900542445.1, s__Ventricola sp900542445, 95.0, 88.39, 0.454; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 84.67, 0.191; GCA_934643825.1, s__Ventricola sp934643825, 95.0, 84.01, 0.184; GCA_934631055.1, s__Ventricola sp934631055, 95.0, 83.62, 0.179	70.73	11	N/A	N/A
bin.24	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.52	0.841	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.52	0.841	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	60.03	11	N/A	N/A
bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	GCA_000432135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	98.51	0.798	GCA_000432135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	98.51	0.798	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900751035.1, s__CAG-170 sp900751035, 95.0, 91.73, 0.518; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 90.87, 0.566; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 90.86, 0.57; GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 90.83, 0.533; GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 90.68, 0.59; GCA_002404795.1, s__CAG-170 sp002404795, 95.0, 86.28, 0.297; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 85.61, 0.286; GCA_934613505.1, s__CAG-170 sp934613505, 95.0, 84.94, 0.252; GCA_934670025.1, s__CAG-170 sp934670025, 95.0, 84.44, 0.211	67.04	11	N/A	N/A
bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000432735	GCA_000432735.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000432735	96.95	0.752	GCA_000432735.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000432735	96.95	0.752	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003437535.1, s__Phocaeicola plebeius_A, 95.0, 94.8, 0.563; GCA_945965395.1, s__Phocaeicola sp945965395, 95.0, 94.12, 0.562; GCF_000187895.1, s__Phocaeicola plebeius, 95.0, 93.61, 0.498; GCF_037890145.1, s__Phocaeicola sp000436795, 95.0, 89.33, 0.544; GCF_025567125.1, s__Phocaeicola fibrisolvens, 95.0, 84.12, 0.272; GCF_025993685.1, s__Phocaeicola mediterraneensis_A, 95.0, 83.6, 0.262; GCF_900128455.1, s__Phocaeicola mediterraneensis, 95.0, 83.57, 0.286; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 83.26, 0.175; GCF_016900355.1, s__Phocaeicola sp900551065, 95.0, 83.22, 0.31; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 82.89, 0.181; GCF_902472605.1, s__Phocaeicola sp902472605, 95.0, 82.76, 0.337; GCF_000154845.1, s__Phocaeicola coprocola, 95.0, 82.76, 0.265; GCA_900552075.1, s__Phocaeicola sp900552075, 95.0, 82.74, 0.344; GCA_900551445.1, s__Phocaeicola sp900551445, 95.0, 82.64, 0.311	12.39	11	N/A	Genome has more than 74.2% of markers with multiple hits
bin.27	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	GCF_900291955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	98.64	0.898	GCF_900291955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	98.64	0.898	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902765855.1, s__Pseudoruminococcus sp902765855, 95.0, 91.87, 0.72	96.7	11	N/A	N/A
bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	GCA_003514385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.14	0.888	GCA_003514385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.14	0.888	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963592475.1, s__CAG-177 sp963592475, 95.0, 95.5, 0.911; GCA_002451755.1, s__CAG-177 sp002451755, 95.0, 94.66, 0.797; GCA_002438685.1, s__CAG-177 sp002438685, 95.0, 94.16, 0.802; GCA_963620555.1, s__CAG-177 sp963620555, 95.0, 91.05, 0.749; GCA_963612725.1, s__CAG-177 sp963612725, 95.0, 90.51, 0.725; GCA_003538135.1, s__CAG-177 sp003538135, 95.0, 89.39, 0.65	40.25	11	N/A	N/A
bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	GCA_040095065.1	96.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	97.55	0.912	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	97.48	0.874	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	N/A	GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 92.08, 0.65; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.01, 0.64; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 91.08, 0.574; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 89.76, 0.502; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 89.48, 0.4; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.44, 0.419; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 89.32, 0.492; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 89.02, 0.3; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 88.67, 0.496; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 88.48, 0.451; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 88.18, 0.439; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 87.96, 0.305; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 87.02, 0.349; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.96, 0.317; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 86.53, 0.255; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 86.07, 0.214	62.39	11	N/A	N/A
