contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_48565	4630	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_34825	8337	No	NA	8	0	7	Low-quality	Genome-fragment	7.69	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7185	723	No	NA	2	0	0	Low-quality	Genome-fragment	1.54	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_69184	2744	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_27873	7771	Yes	3501	7	2	1	Low-quality	Genome-fragment	4.29	AAI-based (medium-confidence)	54.95	1.0	
k141_14156	3230	Yes	2869	3	2	1	Low-quality	Genome-fragment	7.23	AAI-based (medium-confidence)	11.18	1.0	
k141_21028	374	No	NA	1	1	0	Low-quality	Genome-fragment	0.85	HMM-based (lower-bound)	0.0	1.0	
k141_21031	8594	No	NA	16	0	1	Low-quality	Genome-fragment	7.72	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_41654	5330	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7242	3194	No	NA	5	0	0	Low-quality	Genome-fragment	8.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_48698	432	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7246	645	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_41655	29909	No	NA	43	28	0	Medium-quality	Genome-fragment	65.8	AAI-based (high-confidence)	0.0	1.0	
k141_579	4022	No	NA	6	4	0	Low-quality	Genome-fragment	10.38	AAI-based (high-confidence)	0.0	1.0	
k141_62452	2858	No	NA	4	2	0	Low-quality	Genome-fragment	5.17	AAI-based (high-confidence)	0.0	1.0	
k141_55402	3772	No	NA	6	0	0	Low-quality	Genome-fragment	4.21	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_62468	441	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_27882	1409	No	NA	4	4	0	Low-quality	Genome-fragment	3.09	AAI-based (high-confidence)	0.0	1.0	
k141_21125	2343	No	NA	1	0	1	Low-quality	Genome-fragment	2.99	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_41668	17610	No	NA	22	4	0	Low-quality	Genome-fragment	17.18	AAI-based (high-confidence)	0.0	1.0	
k141_34938	5683	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_69236	574	No	NA	3	1	0	Low-quality	Genome-fragment	1.34	AAI-based (high-confidence)	0.0	1.0	
k141_640	6724	No	NA	9	4	0	Low-quality	Genome-fragment	19.58	AAI-based (high-confidence)	0.0	1.0	
k141_55439	607	No	NA	1	0	0	Low-quality	Genome-fragment	1.04	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_664	3264	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_62562	2573	No	NA	3	2	0	Low-quality	Genome-fragment	5.53	AAI-based (high-confidence)	0.0	1.0	
k141_34991	3198	No	NA	5	1	0	Low-quality	Genome-fragment	7.54	AAI-based (high-confidence)	0.0	1.0	
k141_62589	3975	No	NA	7	3	0	Low-quality	Genome-fragment	10.14	AAI-based (medium-confidence)	0.0	1.0	
k141_27971	467	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_14332	1942	No	NA	2	2	0	Low-quality	Genome-fragment	4.28	AAI-based (high-confidence)	0.0	1.0	
k141_48807	8887	No	NA	11	7	0	Low-quality	Genome-fragment	18.66	AAI-based (high-confidence)	0.0	1.0	
k141_21202	1403	No	NA	1	0	0	Low-quality	Genome-fragment	2.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_7388	2559	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_41776	1702	No	NA	3	2	0	Low-quality	Genome-fragment	3.18	AAI-based (high-confidence)	0.0	1.0	
k141_28034	2900	No	NA	7	0	0	Low-quality	Genome-fragment	4.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_69377	1299	No	NA	4	1	0	Low-quality	Genome-fragment	3.73	AAI-based (medium-confidence)	0.0	1.0	
k141_21231	2377	No	NA	7	5	0	Low-quality	Genome-fragment	5.03	AAI-based (high-confidence)	0.0	1.0	
k141_55557	5693	No	NA	10	1	0	Low-quality	Genome-fragment	12.09	AAI-based (high-confidence)	0.0	1.0	
k141_69396	651	No	NA	1	1	0	Low-quality	Genome-fragment	7.34	HMM-based (lower-bound)	0.0	1.0	
k141_14433	1407	No	NA	1	1	0	Low-quality	Genome-fragment	3.01	AAI-based (high-confidence)	0.0	1.0	
k141_48907	3397	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_28047	40921	Yes	35362	59	14	4	High-quality	High-quality	96.27	AAI-based (medium-confidence)	13.58	1.0	
k141_28048	2879	No	NA	8	0	0	Low-quality	Genome-fragment	4.24	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_14477	1463	No	NA	2	1	0	Low-quality	Genome-fragment	1.73	AAI-based (medium-confidence)	0.0	1.0	
k141_76322	535	No	NA	2	1	0	Low-quality	Genome-fragment	1.22	AAI-based (high-confidence)	0.0	1.0	
k141_28066	9301	No	NA	9	1	0	Low-quality	Genome-fragment	2.37	AAI-based (high-confidence)	0.0	1.0	
k141_35145	19276	No	NA	19	3	0	Low-quality	Genome-fragment	45.6	AAI-based (high-confidence)	0.0	1.0	
k141_14483	355	No	NA	1	1	0	Low-quality	Genome-fragment	0.42	HMM-based (lower-bound)	0.0	1.0	
k141_69480	716	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_814	3770	Yes	2467	6	2	1	Low-quality	Genome-fragment	0.63	AAI-based (high-confidence)	34.56	1.0	
k141_62783	22698	No	NA	30	3	1	Low-quality	Genome-fragment	5.8	AAI-based (high-confidence)	0.0	1.01	
k141_21343	6902	No	NA	8	1	0	Low-quality	Genome-fragment	17.18	AAI-based (medium-confidence)	0.0	1.01	
k141_69540	2767	No	NA	5	0	0	Low-quality	Genome-fragment	4.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_62822	2709	No	NA	4	2	0	Low-quality	Genome-fragment	7.57	AAI-based (high-confidence)	0.0	1.0	
k141_28151	3222	No	NA	5	0	0	Low-quality	Genome-fragment	2.32	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_14582	531	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_35289	2144	No	NA	3	0	0	Low-quality	Genome-fragment	4.33	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_14604	4599	Yes	3940	10	2	1	Low-quality	Genome-fragment	8.55	AAI-based (medium-confidence)	14.33	1.0	
k141_7492	3345	No	NA	6	0	0	Low-quality	Genome-fragment	6.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_62938	662	No	NA	2	1	0	Low-quality	Genome-fragment	1.29	AAI-based (medium-confidence)	0.0	1.0	
k141_69628	2834	No	NA	5	1	0	Low-quality	Genome-fragment	3.81	HMM-based (lower-bound)	0.0	1.0	
k141_7516	4297	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7521	491	No	NA	1	1	0	Low-quality	Genome-fragment	1.38	AAI-based (high-confidence)	0.0	1.0	
k141_7523	1006	No	NA	2	0	0	Low-quality	Genome-fragment	2.01	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_55716	454	No	NA	2	1	0	Low-quality	Genome-fragment	0.67	HMM-based (lower-bound)	0.0	1.0	
k141_21540	697	No	NA	2	2	0	Low-quality	Genome-fragment	1.28	AAI-based (high-confidence)	0.0	1.0	
k141_76547	8854	No	NA	12	1	3	Low-quality	Genome-fragment	11.62	AAI-based (medium-confidence)	0.0	1.01	
k141_76559	4118	No	NA	5	2	0	Low-quality	Genome-fragment	7.74	AAI-based (high-confidence)	0.0	1.0	
k141_21562	3333	No	NA	4	4	0	Low-quality	Genome-fragment	7.08	AAI-based (high-confidence)	0.0	1.0	
k141_1001	471	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_76586	4128	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_49093	3597	No	NA	8	2	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
k141_49096	501	No	NA	1	1	0	Low-quality	Genome-fragment	0.83	AAI-based (high-confidence)	0.0	1.0	
k141_41958	49599	Yes	17948	48	5	8	Low-quality	Genome-fragment	17.69	HMM-based (lower-bound)	63.81	1.0	
k141_7633	12450	Yes	1901	12	3	3	Low-quality	Genome-fragment	2.68	HMM-based (lower-bound)	84.73	1.03	
k141_21618	912	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_76617	628	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_42011	19666	No	NA	20	11	1	Low-quality	Genome-fragment	48.42	AAI-based (medium-confidence)	0.0	1.0	
k141_49130	3774	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_21697	498	No	NA	1	1	0	Low-quality	Genome-fragment	0.73	HMM-based (lower-bound)	0.0	1.0	
k141_76702	2713	No	NA	5	2	0	Low-quality	Genome-fragment	5.96	AAI-based (high-confidence)	0.0	1.0	
k141_21748	3937	No	NA	8	0	0	Low-quality	Genome-fragment	7.72	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_69755	1101	No	NA	2	0	0	Low-quality	Genome-fragment	2.27	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_14820	1502	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_49238	890	No	NA	3	2	0	Low-quality	Genome-fragment	2.55	AAI-based (high-confidence)	0.0	1.0	
k141_55887	12933	No	NA	23	5	0	Low-quality	Genome-fragment	15.88	HMM-based (lower-bound)	0.0	1.0	
k141_7802	405	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_49269	327	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_69820	6526	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_21856	485	No	NA	1	1	0	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	0.0	1.0	
k141_42110	2207	No	NA	3	2	0	Low-quality	Genome-fragment	4.95	AAI-based (high-confidence)	0.0	1.0	
k141_35608	19716	No	NA	26	4	1	Low-quality	Genome-fragment	34.19	AAI-based (high-confidence)	0.0	1.0	
k141_69841	616	No	NA	2	1	0	Low-quality	Genome-fragment	1.31	AAI-based (medium-confidence)	0.0	1.0	
k141_35618	2932	No	NA	8	1	0	Low-quality	Genome-fragment	6.92	AAI-based (high-confidence)	0.0	1.0	
k141_42122	1120	No	NA	2	2	0	Low-quality	Genome-fragment	3.69	HMM-based (lower-bound)	0.0	1.0	
k141_76841	672	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_63194	37716	No	NA	25	2	1	Low-quality	Genome-fragment	9.63	AAI-based (high-confidence)	0.0	1.0	
k141_21877	3246	No	NA	3	0	0	Low-quality	Genome-fragment	4.86	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_1211	359	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_28538	4937	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_42214	1364	No	NA	4	1	0	Low-quality	Genome-fragment	1.31	AAI-based (high-confidence)	0.0	1.0	
k141_49351	751	No	NA	3	0	0	Low-quality	Genome-fragment	2.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_63239	3120	No	NA	4	2	0	Low-quality	Genome-fragment	8.43	AAI-based (medium-confidence)	0.0	1.0	
k141_1234	5108	No	NA	12	0	1	Low-quality	Genome-fragment	1.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_49353	10225	No	NA	11	2	1	Low-quality	Genome-fragment	22.18	HMM-based (lower-bound)	0.0	1.01	
k141_28589	358	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_76939	367	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1276	398	No	NA	1	1	0	Low-quality	Genome-fragment	0.56	HMM-based (lower-bound)	0.0	1.0	
k141_69995	7377	No	NA	17	2	0	Low-quality	Genome-fragment	18.46	AAI-based (high-confidence)	0.0	1.0	
k141_14914	569	No	NA	2	0	0	Low-quality	Genome-fragment	1.21	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_42299	3200	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22029	7988	Yes	4894	7	3	1	Low-quality	Genome-fragment	1.25	AAI-based (high-confidence)	38.73	1.0	
k141_1412	1212	No	NA	2	1	0	Low-quality	Genome-fragment	2.66	AAI-based (high-confidence)	0.0	1.0	
k141_77065	7548	No	NA	13	3	0	Low-quality	Genome-fragment	12.04	AAI-based (high-confidence)	0.0	1.0	
k141_63377	8927	No	NA	10	0	2	Low-quality	Genome-fragment	8.38	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_77084	365	No	NA	2	2	0	Low-quality	Genome-fragment	0.57	HMM-based (lower-bound)	0.0	1.0	
k141_1434	738	No	NA	3	0	0	Low-quality	Genome-fragment	1.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_42385	3395	No	NA	6	3	0	Low-quality	Genome-fragment	6.66	AAI-based (high-confidence)	0.0	1.0	
k141_77096	20578	No	NA	29	21	0	Medium-quality	Genome-fragment	53.45	AAI-based (high-confidence)	0.0	1.0	
k141_49505	1168	No	NA	3	3	0	Low-quality	Genome-fragment	2.19	AAI-based (high-confidence)	0.0	1.0	
k141_22137	1338	No	NA	2	2	0	Low-quality	Genome-fragment	3.95	AAI-based (high-confidence)	0.0	1.0	
k141_1491	878	No	NA	1	1	0	Low-quality	Genome-fragment	1.95	HMM-based (lower-bound)	0.0	1.0	
k141_42457	1554	No	NA	4	1	0	Low-quality	Genome-fragment	2.11	HMM-based (lower-bound)	0.0	1.0	
k141_42469	1801	No	NA	1	1	0	Low-quality	Genome-fragment	3.74	AAI-based (high-confidence)	0.0	1.0	
k141_63510	6057	No	NA	1	0	0	Low-quality	Genome-fragment	8.89	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_1555	3978	No	NA	5	1	0	Low-quality	Genome-fragment	9.15	AAI-based (high-confidence)	0.0	1.03	
k141_42512	897	No	NA	1	0	0	Low-quality	Genome-fragment	1.88	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_56226	3192	No	NA	5	1	0	Low-quality	Genome-fragment	7.92	AAI-based (high-confidence)	0.0	1.0	
k141_77230	2255	No	NA	3	3	0	Low-quality	Genome-fragment	4.94	AAI-based (high-confidence)	0.0	1.0	
k141_49554	1407	No	NA	2	0	0	Low-quality	Genome-fragment	3.15	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_49555	1041	No	NA	1	1	0	Low-quality	Genome-fragment	1.55	AAI-based (high-confidence)	0.0	1.0	
k141_56248	574	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_70206	481	No	NA	1	0	0	Low-quality	Genome-fragment	1.44	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_42572	2933	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_15113	2400	No	NA	3	0	0	Low-quality	Genome-fragment	5.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_15135	1206	No	NA	3	1	0	Low-quality	Genome-fragment	2.56	AAI-based (high-confidence)	0.0	1.0	
k141_35936	12121	No	NA	12	2	0	Low-quality	Genome-fragment	3.09	AAI-based (high-confidence)	0.0	1.0	
k141_35954	1580	No	NA	3	3	0	Low-quality	Genome-fragment	4.31	AAI-based (high-confidence)	0.0	1.0	
k141_15156	414	No	NA	1	1	0	Low-quality	Genome-fragment	0.67	HMM-based (lower-bound)	0.0	1.0	
k141_63640	337	No	NA	2	0	0	Low-quality	Genome-fragment	0.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_70295	3205	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_42679	5264	No	NA	8	1	0	Low-quality	Genome-fragment	13.38	AAI-based (high-confidence)	0.0	1.0	
k141_28920	4101	No	NA	7	1	0	Low-quality	Genome-fragment	1.46	HMM-based (lower-bound)	0.0	1.0	
k141_49665	68933	Yes	64164	103	27	3	Medium-quality	Genome-fragment	80.74	AAI-based (medium-confidence)	6.92	1.0	
k141_22345	72223	Yes	57489	97	32	3	High-quality	High-quality	95.0	AAI-based (high-confidence)	20.4	1.0	
k141_35993	2847	No	NA	3	0	0	Low-quality	Genome-fragment	15.6	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_56279	6452	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_15175	1708	No	NA	3	3	0	Low-quality	Genome-fragment	1.9	AAI-based (high-confidence)	0.0	1.0	
k141_63715	875	No	NA	3	1	0	Low-quality	Genome-fragment	1.96	AAI-based (high-confidence)	0.0	1.0	
k141_8110	4259	No	NA	6	2	0	Low-quality	Genome-fragment	10.97	AAI-based (high-confidence)	0.0	1.0	
k141_36046	8096	No	NA	14	5	0	Low-quality	Genome-fragment	18.68	AAI-based (high-confidence)	0.0	1.0	
k141_22447	565	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_28975	616	No	NA	2	2	0	Low-quality	Genome-fragment	1.63	AAI-based (high-confidence)	0.0	1.0	
k141_42820	9307	No	NA	10	1	0	Low-quality	Genome-fragment	20.11	AAI-based (high-confidence)	0.0	1.0	
k141_29019	1527	No	NA	2	2	0	Low-quality	Genome-fragment	2.14	AAI-based (high-confidence)	0.0	1.0	
k141_29024	15750	Yes	2175	18	2	4	Low-quality	Genome-fragment	0.56	AAI-based (high-confidence)	86.19	1.0	
k141_56384	12631	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_63813	1764	No	NA	1	1	0	Low-quality	Genome-fragment	5.41	AAI-based (high-confidence)	0.0	1.0	
k141_36167	2628	No	NA	6	2	0	Low-quality	Genome-fragment	5.85	AAI-based (high-confidence)	0.0	1.0	
k141_29077	410	No	NA	2	0	0	Low-quality	Genome-fragment	0.78	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_29104	1975	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_42886	3489	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1922	773	No	NA	1	0	0	Low-quality	Genome-fragment	1.48	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_56449	23535	No	NA	27	4	1	Low-quality	Genome-fragment	41.56	AAI-based (high-confidence)	0.0	1.0	
k141_8184	8975	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_49895	3998	No	NA	4	0	0	Low-quality	Genome-fragment	2.87	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_63878	3895	No	NA	2	0	0	Low-quality	Genome-fragment	6.51	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_15328	374	No	NA	1	1	0	Low-quality	Genome-fragment	0.26	HMM-based (lower-bound)	0.0	1.0	
k141_15367	615	No	NA	1	1	0	Low-quality	Genome-fragment	2.03	AAI-based (high-confidence)	0.0	1.0	
k141_70480	3230	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_50007	1454	No	NA	1	1	0	Low-quality	Genome-fragment	2.26	AAI-based (high-confidence)	0.0	1.0	
k141_15389	6749	No	NA	4	0	0	Low-quality	Genome-fragment	6.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_43000	1002	No	NA	2	0	0	Low-quality	Genome-fragment	2.11	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_77482	10153	No	NA	13	11	0	Low-quality	Genome-fragment	27.13	AAI-based (high-confidence)	0.0	1.0	
k141_22725	638	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22740	336	No	NA	1	1	0	Low-quality	Genome-fragment	0.55	HMM-based (lower-bound)	0.0	1.0	
k141_8299	4351	No	NA	5	0	1	Low-quality	Genome-fragment	6.61	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_77512	1327	No	NA	1	0	0	Low-quality	Genome-fragment	3.36	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_43102	1492	No	NA	3	1	0	Low-quality	Genome-fragment	3.41	AAI-based (high-confidence)	0.0	1.0	
k141_50088	601	No	NA	2	0	0	Low-quality	Genome-fragment	1.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_2104	453	No	NA	1	0	0	Low-quality	Genome-fragment	1.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_56608	4131	No	NA	6	2	0	Low-quality	Genome-fragment	7.14	AAI-based (high-confidence)	0.0	1.0	
k141_56614	2227	No	NA	2	0	1	Low-quality	Genome-fragment	1.88	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_50133	645	No	NA	2	1	0	Low-quality	Genome-fragment	0.45	HMM-based (lower-bound)	0.0	1.0	
k141_56626	755	No	NA	1	1	0	Low-quality	Genome-fragment	1.85	AAI-based (high-confidence)	0.0	1.0	
k141_22835	3627	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_64036	555	No	NA	2	1	0	Low-quality	Genome-fragment	1.2	AAI-based (medium-confidence)	0.0	1.0	
k141_64039	654	No	NA	1	1	0	Low-quality	Genome-fragment	1.68	AAI-based (high-confidence)	0.0	1.0	
k141_2160	675	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2180	4585	No	NA	7	0	0	Low-quality	Genome-fragment	3.29	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_15552	811	No	NA	2	0	0	Low-quality	Genome-fragment	1.7	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_43179	5813	No	NA	7	0	0	Low-quality	Genome-fragment	13.98	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_2206	7721	No	NA	11	2	0	Low-quality	Genome-fragment	6.5	AAI-based (high-confidence)	0.0	1.0	
k141_50207	340	No	NA	2	2	0	Low-quality	Genome-fragment	0.37	HMM-based (lower-bound)	0.0	1.0	
