seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
ERR2726443_3431	28794	No terminal repeats	NA	33	11	0.9816	NA	4	48.3436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_9148	42841	No terminal repeats	NA	67	11	0.9815	NA	6	71.6113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_15021	10670	No terminal repeats	NA	16	11	0.9815	NA	3	20.4184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_2520	5754	No terminal repeats	NA	7	11	0.9815	NA	1	9.5521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_12231	7678	No terminal repeats	NA	19	11	0.9814	NA	0	14.0402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_838	2571	No terminal repeats	NA	3	11	0.9814	NA	2	4.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_12887	3486	No terminal repeats	NA	6	11	0.9812	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_17876	2681	No terminal repeats	NA	9	11	0.9812	NA	1	13.3038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_3162	38518	No terminal repeats	NA	54	11	0.9812	NA	13	57.6091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_16338	1792	No terminal repeats	NA	3	11	0.9811	NA	2	4.8069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_16648	5861	No terminal repeats	NA	10	11	0.9810	NA	3	15.1666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_63099	6309	No terminal repeats	NA	11	11	0.9810	NA	5	17.5206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_3325	11880	No terminal repeats	NA	16	11	0.9809	NA	5	22.0397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_45400	2620	No terminal repeats	NA	5	11	0.9809	NA	2	6.2629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_68175	3045	No terminal repeats	NA	4	11	0.9807	NA	2	6.2471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_3215	23634	No terminal repeats	NA	28	11	0.9805	NA	11	37.5417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_160059	2102	No terminal repeats	NA	7	11	0.9804	NA	1	6.5132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_25585	27673	No terminal repeats	NA	34	11	0.9803	NA	13	43.5195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_4840	46179	No terminal repeats	NA	69	11	0.9802	NA	15	78.8293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_25655	1441	No terminal repeats	NA	4	11	0.9801	NA	1	6.6375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_12034	8522	No terminal repeats	NA	20	11	0.9800	NA	0	12.0902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_277	23954	No terminal repeats	NA	27	11	0.9799	NA	14	35.1874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_49891	5341	No terminal repeats	NA	5	11	0.9799	NA	2	7.8591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_40304	3429	No terminal repeats	NA	6	11	0.9797	NA	0	9.2644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_88820	2814	No terminal repeats	NA	5	11	0.9797	NA	0	8.2258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_65615	4381	No terminal repeats	NA	11	11	0.9797	NA	2	12.5632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_14596	41007	No terminal repeats	NA	39	11	0.9796	NA	8	61.1723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_38594	3747	No terminal repeats	NA	8	11	0.9795	NA	1	9.0714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_64555	3436	No terminal repeats	NA	5	11	0.9795	NA	0	5.1264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_23974	13148	No terminal repeats	NA	22	11	0.9795	NA	0	16.1033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_65142	9459	No terminal repeats	NA	15	11	0.9795	NA	3	19.3740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_86149	4162	No terminal repeats	NA	6	11	0.9794	NA	2	7.2471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_73881	1062	No terminal repeats	NA	4	11	0.9794	NA	1	6.8518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_44606	3895	No terminal repeats	NA	4	11	0.9793	NA	2	6.2921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_69339	1444	No terminal repeats	NA	3	11	0.9791	NA	1	4.4263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_5596	27653	No terminal repeats	NA	29	11	0.9790	NA	7	37.7214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_21332	3482	No terminal repeats	NA	7	11	0.9790	NA	0	10.0406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_10093	8174	No terminal repeats	NA	12	11	0.9789	NA	8	15.7151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_9861	13628	No terminal repeats	NA	25	11	0.9789	NA	1	27.9201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_166188	1048	No terminal repeats	NA	4	11	0.9789	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_30569	5367	No terminal repeats	NA	9	11	0.9789	NA	0	10.9949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_36774	11637	No terminal repeats	NA	15	11	0.9788	NA	5	19.9435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_6730	2689	No terminal repeats	NA	6	11	0.9788	NA	3	9.3822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_38503	1781	No terminal repeats	NA	5	11	0.9785	NA	2	6.4233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_4650	5211	No terminal repeats	NA	5	11	0.9785	NA	3	5.9525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_24054	3994	No terminal repeats	NA	3	11	0.9783	NA	1	4.1472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_32985	3549	No terminal repeats	NA	7	11	0.9782	NA	1	7.5336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_13541	4439	No terminal repeats	NA	9	11	0.9781	NA	1	8.5827	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_7910	3021	No terminal repeats	NA	6	11	0.9781	NA	2	8.1269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_17415	2859	No terminal repeats	NA	4	11	0.9781	NA	0	6.8653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_25908	8817	No terminal repeats	NA	12	11	0.9780	NA	2	15.2914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_8384	20968	No terminal repeats	NA	29	11	0.9780	NA	6	28.5169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_28316	3565	No terminal repeats	NA	5	11	0.9779	NA	0	7.1149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_30032	8034	No terminal repeats	NA	14	11	0.9778	NA	1	10.3052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_72978	2674	No terminal repeats	NA	5	11	0.9776	NA	1	7.5838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_44639	4912	No terminal repeats	NA	9	11	0.9775	NA	3	11.6359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_451	2235	No terminal repeats	NA	7	11	0.9774	NA	1	5.8144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_40934	7958	No terminal repeats	NA	12	11	0.9773	NA	2	12.4925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_41553	4722	No terminal repeats	NA	12	11	0.9773	NA	2	6.9596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_580	6055	No terminal repeats	NA	10	11	0.9772	NA	4	12.5307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_49936	7185	No terminal repeats	NA	6	11	0.9769	NA	3	6.2434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_13890	17309	No terminal repeats	NA	29	11	0.9769	NA	1	32.5598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_27389	903	No terminal repeats	NA	2	11	0.9768	NA	1	3.2242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_41429	3505	No terminal repeats	NA	5	11	0.9768	NA	0	4.6433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_5004	9094	No terminal repeats	NA	8	11	0.9766	NA	2	8.4957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_54612	6503	No terminal repeats	NA	15	11	0.9762	NA	3	11.9238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_113970	2671	No terminal repeats	NA	6	11	0.9761	NA	0	7.2345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_33950	1685	No terminal repeats	NA	3	11	0.9760	NA	2	4.7838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_77911	1815	No terminal repeats	NA	3	11	0.9760	NA	2	4.7952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_8840	2424	No terminal repeats	NA	3	11	0.9758	NA	1	4.0861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_34452	2141	No terminal repeats	NA	3	11	0.9758	NA	2	4.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_41502	3648	No terminal repeats	NA	5	11	0.9756	NA	4	6.4617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_18040	3519	No terminal repeats	NA	5	11	0.9754	NA	1	5.1936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_95274	2132	No terminal repeats	NA	3	11	0.9753	NA	1	4.5552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_85139	2252	No terminal repeats	NA	6	11	0.9753	NA	1	6.7075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_26281	1700	No terminal repeats	NA	5	11	0.9749	NA	1	5.1530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_17	51982	No terminal repeats	NA	41	11	0.9749	NA	2	51.9658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_89200	4516	No terminal repeats	NA	8	11	0.9748	NA	2	6.0846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_10717	9915	No terminal repeats	NA	14	11	0.9747	NA	0	8.8105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_17093	6767	No terminal repeats	NA	6	11	0.9747	NA	4	8.2747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_76473	2652	No terminal repeats	NA	7	11	0.9746	NA	1	4.8512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_31761	1643	No terminal repeats	NA	5	11	0.9745	NA	3	8.3909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_171596	565	No terminal repeats	NA	1	11	0.9743	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_48054	4211	No terminal repeats	NA	6	11	0.9742	NA	0	5.6212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_32110	2281	No terminal repeats	NA	3	11	0.9740	NA	2	4.2635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_10277	38086	No terminal repeats	NA	40	11	0.9739	NA	12	62.2501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_16869	2704	No terminal repeats	NA	3	11	0.9736	NA	0	2.9564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_188826	2245	No terminal repeats	NA	5	11	0.9735	NA	1	4.4824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_3278|provirus_1_11766	11766	Provirus	1-11766	16	11	0.9735	NA	1	9.3230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_153610	525	No terminal repeats	NA	2	11	0.9731	NA	1	3.2362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_12664	1681	No terminal repeats	NA	2	11	0.9731	NA	2	3.1168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_53777	2201	No terminal repeats	NA	6	11	0.9731	NA	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_32206	3714	No terminal repeats	NA	6	11	0.9728	NA	0	6.4995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_169211	898	No terminal repeats	NA	2	11	0.9728	NA	1	3.2242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_213195	384	No terminal repeats	NA	2	11	0.9724	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_105164	393	No terminal repeats	NA	2	11	0.9724	NA	1	3.1437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_32070	4374	No terminal repeats	NA	8	11	0.9723	NA	2	4.7023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_69941	4106	No terminal repeats	NA	7	11	0.9722	NA	1	9.2807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_8938	13263	No terminal repeats	NA	15	11	0.9719	NA	1	6.4203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_44852	4255	No terminal repeats	NA	8	11	0.9718	NA	0	6.6059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_34705	2381	No terminal repeats	NA	2	11	0.9717	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_31801	2135	No terminal repeats	NA	2	11	0.9717	NA	1	2.9793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_42392	3007	No terminal repeats	NA	6	11	0.9714	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_299647	608	No terminal repeats	NA	1	11	0.9714	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_12895	3952	No terminal repeats	NA	8	11	0.9713	NA	0	3.5039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_3291|provirus_162_31205	31044	Provirus	162-31205	31	11	0.9712	NA	3	41.8243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_83115	1231	No terminal repeats	NA	3	11	0.9711	NA	1	5.0100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_55248	908	No terminal repeats	NA	2	11	0.9708	NA	1	3.0587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
ERR2726443_86026	1600	No terminal repeats	NA	3	11	0.9707	NA	2	4.7821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_17471	8474	No terminal repeats	NA	14	11	0.9706	NA	2	5.6747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_14037	3599	No terminal repeats	NA	4	11	0.9706	NA	1	4.4210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_110918	485	No terminal repeats	NA	1	15	0.9701	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_59612	1108	No terminal repeats	NA	1	11	0.9700	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
ERR2726443_39268	2483	No terminal repeats	NA	4	11	0.9698	NA	3	6.0157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_222266	1636	No terminal repeats	NA	3	11	0.9698	NA	2	5.1068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_3112	7763	No terminal repeats	NA	5	11	0.9694	NA	1	8.0649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_125827	4669	No terminal repeats	NA	9	11	0.9693	NA	3	11.7846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_47121	1425	No terminal repeats	NA	3	11	0.9692	NA	1	4.4263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_31698	2342	No terminal repeats	NA	2	11	0.9691	NA	2	2.9220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_79748	2572	No terminal repeats	NA	7	11	0.9691	NA	0	6.4504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_99046	3822	No terminal repeats	NA	5	11	0.9689	NA	0	5.7171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_34192	6220	No terminal repeats	NA	8	11	0.9689	NA	2	7.5280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_1074|provirus_2315_43597	41283	Provirus	2315-43597	42	11	0.9688	NA	3	34.6799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_92186	470	No terminal repeats	NA	1	11	0.9687	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_82372	488	No terminal repeats	NA	1	11	0.9687	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_216373	1258	No terminal repeats	NA	3	11	0.9685	NA	1	4.8442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_76227	6135	No terminal repeats	NA	8	11	0.9683	NA	2	9.0604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_293141	186	No terminal repeats	NA	1	11	0.9683	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_45636	6319	No terminal repeats	NA	11	11	0.9683	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_12426	1309	No terminal repeats	NA	1	11	0.9681	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_72518	2447	No terminal repeats	NA	3	11	0.9680	NA	1	5.1307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_99286	1652	No terminal repeats	NA	4	11	0.9680	NA	3	6.5528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_113663	1303	No terminal repeats	NA	1	11	0.9679	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_2486|provirus_9948_46276	36329	Provirus	9948-46276	50	11	0.9679	NA	11	39.6939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_173819	434	No terminal repeats	NA	1	11	0.9677	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
ERR2726443_26269	1634	No terminal repeats	NA	3	11	0.9675	NA	1	4.4456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_19370	7524	No terminal repeats	NA	8	11	0.9674	NA	4	9.3803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_37728	2799	No terminal repeats	NA	2	11	0.9674	NA	2	2.9787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726443_54550	3286	No terminal repeats	NA	5	11	0.9673	NA	1	6.1276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
