contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
ERR2726406_2169	423	No	NA	1	0	0	Low-quality	Genome-fragment	0.71	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_2212	1614	No	NA	1	0	0	Low-quality	Genome-fragment	3.13	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_2224	12112	No	NA	14	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_2249	22568	No	NA	41	12	0	Medium-quality	Genome-fragment	64.99	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2303	137297	No	NA	221	158	0	High-quality	High-quality	98.36	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2327	2722	No	NA	6	2	0	Low-quality	Genome-fragment	2.29	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2406	5975	No	NA	11	1	1	Low-quality	Genome-fragment	16.63	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2412	2582	No	NA	3	2	0	Low-quality	Genome-fragment	2.49	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2521	5324	No	NA	4	3	0	Low-quality	Genome-fragment	9.24	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2533	8187	No	NA	7	0	4	Low-quality	Genome-fragment	7.66	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_2552	3288	No	NA	5	1	0	Low-quality	Genome-fragment	2.09	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_2564	6145	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_2584	3945	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_2626	2677	No	NA	4	0	1	Low-quality	Genome-fragment	9.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_2636	743	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_2655	706	No	NA	1	1	0	Low-quality	Genome-fragment	1.39	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_2669	598	No	NA	2	2	0	Low-quality	Genome-fragment	0.75	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2670	16079	No	NA	19	11	0	Low-quality	Genome-fragment	33.54	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_2788	3731	No	NA	6	0	0	Low-quality	Genome-fragment	2.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_2984	1728	No	NA	3	1	0	Low-quality	Genome-fragment	2.57	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_3099	8368	No	NA	13	1	0	Low-quality	Genome-fragment	4.48	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_3129	335	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_3196	16188	No	NA	22	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_3353	7473	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_3359	1116	No	NA	3	1	0	Low-quality	Genome-fragment	2.45	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_3374	9808	No	NA	17	8	0	Low-quality	Genome-fragment	20.56	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_3585	5793	No	NA	8	0	0	Low-quality	Genome-fragment	4.42	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_3663	4423	No	NA	4	1	0	Low-quality	Genome-fragment	1.15	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_3805	5612	No	NA	4	0	4	Low-quality	Genome-fragment	5.29	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_3819	3017	No	NA	6	2	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_3835	231	No	NA	1	1	0	Low-quality	Genome-fragment	0.66	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_3943	4127	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_3977	4401	Yes	2107	8	1	1	Low-quality	Genome-fragment	4.61	AAI-based (high-confidence)	52.12	1.0	
ERR2726406_4012	3388	No	NA	8	3	0	Low-quality	Genome-fragment	5.49	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4037	11561	No	NA	16	10	0	Low-quality	Genome-fragment	24.37	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4073	15168	No	NA	20	18	0	Low-quality	Genome-fragment	43.84	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4138	6951	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_4165	3043	No	NA	5	2	0	Low-quality	Genome-fragment	6.49	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_4207	1315	No	NA	2	2	0	Low-quality	Genome-fragment	1.64	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4277	5141	No	NA	5	3	0	Low-quality	Genome-fragment	14.86	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4332	19921	No	NA	26	10	0	Low-quality	Genome-fragment	46.4	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_4344	7167	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_4351	18593	No	NA	21	7	2	Low-quality	Genome-fragment	34.19	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_4392	23106	No	NA	20	9	1	Low-quality	Genome-fragment	46.91	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_4420	23275	Yes	16053	24	8	4	Low-quality	Genome-fragment	23.3	AAI-based (high-confidence)	31.03	1.0	
ERR2726406_4465	212	No	NA	2	0	0	Low-quality	Genome-fragment	0.5	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_4485	4756	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_4528	20328	Yes	6952	26	4	6	Low-quality	Genome-fragment	14.83	AAI-based (medium-confidence)	65.8	1.0	
ERR2726406_4575	4459	Yes	1936	9	2	4	Low-quality	Genome-fragment	3.86	AAI-based (high-confidence)	56.58	1.0	
ERR2726406_4603	27227	No	NA	38	16	0	Medium-quality	Genome-fragment	69.99	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_4676	16001	No	NA	19	11	0	Low-quality	Genome-fragment	39.32	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_4710	921	No	NA	2	2	0	Low-quality	Genome-fragment	1.6	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4714	2830	No	NA	5	1	0	Low-quality	Genome-fragment	3.82	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_4718	407	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_4770	10180	No	NA	13	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_4825	8101	No	NA	11	1	4	Low-quality	Genome-fragment	5.96	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_4829	7256	No	NA	9	2	0	Low-quality	Genome-fragment	11.76	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_4839	112	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_5020	457	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_5047	1077	No	NA	2	1	0	Low-quality	Genome-fragment	0.65	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_5242	6779	No	NA	6	1	2	Low-quality	Genome-fragment	4.41	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_5319	4274	No	NA	5	4	0	Low-quality	Genome-fragment	11.71	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_5321	1679	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_5392	2641	No	NA	4	2	0	Low-quality	Genome-fragment	6.73	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_5417	14236	No	NA	16	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_5440	4080	No	NA	6	2	0	Low-quality	Genome-fragment	1.05	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_5458	1876	No	NA	2	1	0	Low-quality	Genome-fragment	3.88	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_5490	8531	No	NA	13	3	0	Low-quality	Genome-fragment	13.65	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_5564	32801	No	NA	48	12	0	High-quality	High-quality	91.64	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_5610	1050	No	NA	3	1	0	Low-quality	Genome-fragment	2.09	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_5613	2419	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_5802	4062	No	NA	3	0	1	Low-quality	Genome-fragment	5.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_5810	16945	No	NA	20	3	0	Low-quality	Genome-fragment	39.12	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_5837	520	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_5882	9469	No	NA	9	0	0	Low-quality	Genome-fragment	2.42	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_5899	13156	No	NA	18	3	0	Low-quality	Genome-fragment	14.4	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_5931	395	No	NA	1	1	0	Low-quality	Genome-fragment	0.73	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_5948	7236	Yes	6785	10	2	1	Low-quality	Genome-fragment	9.58	HMM-based (lower-bound)	6.23	1.0	
ERR2726406_5983	4100	No	NA	6	4	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_6052	7535	Yes	3448	6	1	1	Low-quality	Genome-fragment	0.88	AAI-based (high-confidence)	54.24	1.0	
ERR2726406_6066	7423	No	NA	11	1	1	Low-quality	Genome-fragment	17.33	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_6218	2599	No	NA	2	1	0	Low-quality	Genome-fragment	4.37	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_6243	3857	No	NA	5	3	0	Low-quality	Genome-fragment	8.17	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_6302	1732	No	NA	4	0	0	Low-quality	Genome-fragment	4.53	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_6359	10038	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_6434	3410	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_6522	11826	Yes	4248	10	1	4	Low-quality	Genome-fragment	10.09	AAI-based (medium-confidence)	64.08	1.0	
ERR2726406_6684	3723	No	NA	7	2	0	Low-quality	Genome-fragment	8.51	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_6755	16264	No	NA	34	5	0	Low-quality	Genome-fragment	26.9	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_6762	7117	No	NA	8	1	0	Low-quality	Genome-fragment	5.9	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_6884	4285	No	NA	9	3	0	Low-quality	Genome-fragment	9.34	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7030	11939	No	NA	13	1	0	Low-quality	Genome-fragment	13.4	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_7176	919	No	NA	1	1	0	Low-quality	Genome-fragment	1.96	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7177	5428	No	NA	6	0	0	Low-quality	Genome-fragment	3.21	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_7240	3422	No	NA	4	0	2	Low-quality	Genome-fragment	2.48	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_7291	38393	No	NA	55	20	0	Medium-quality	Genome-fragment	63.25	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7300	7981	No	NA	13	5	0	Low-quality	Genome-fragment	18.41	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7321	3777	No	NA	4	2	0	Low-quality	Genome-fragment	9.45	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7348	14720	No	NA	18	6	0	Low-quality	Genome-fragment	25.43	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7397	18383	No	NA	16	2	0	Low-quality	Genome-fragment	16.54	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_7414	2638	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_7442	11639	No	NA	20	1	0	Low-quality	Genome-fragment	22.86	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7453	15841	No	NA	23	4	0	Low-quality	Genome-fragment	31.32	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7466	1613	No	NA	3	0	0	Low-quality	Genome-fragment	3.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_7499	488	No	NA	1	0	0	Low-quality	Genome-fragment	0.49	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_7592	8794	No	NA	6	2	0	Low-quality	Genome-fragment	2.24	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7594	10104	No	NA	13	2	0	Low-quality	Genome-fragment	27.59	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_7785	11649	No	NA	10	0	8	Low-quality	Genome-fragment	10.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_7967	3054	No	NA	4	1	0	Low-quality	Genome-fragment	8.88	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_7974	4928	No	NA	7	2	0	Low-quality	Genome-fragment	3.69	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_7995	729	No	NA	1	1	0	Low-quality	Genome-fragment	1.54	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8110	2645	No	NA	3	2	0	Low-quality	Genome-fragment	5.69	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8152	1396	No	NA	2	2	0	Low-quality	Genome-fragment	3.98	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8203	7173	No	NA	6	4	0	Low-quality	Genome-fragment	19.11	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8270	19852	No	NA	28	7	2	Low-quality	Genome-fragment	34.09	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8282	9070	No	NA	16	3	1	Low-quality	Genome-fragment	2.32	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8325	4774	No	NA	10	1	0	Low-quality	Genome-fragment	11.25	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8402	11615	No	NA	19	5	1	Low-quality	Genome-fragment	18.82	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8472	3337	No	NA	7	7	0	Low-quality	Genome-fragment	7.3	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8477	1215	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_8501	3708	No	NA	4	1	0	Low-quality	Genome-fragment	4.5	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8576	2523	No	NA	6	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8612	1985	No	NA	5	2	0	Low-quality	Genome-fragment	4.32	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8656	7972	No	NA	9	5	0	Low-quality	Genome-fragment	15.9	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8704	1339	No	NA	3	2	0	Low-quality	Genome-fragment	2.54	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8717	4095	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_8782	3759	No	NA	2	0	1	Low-quality	Genome-fragment	1.47	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_8816	7350	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_8912	14190	No	NA	15	4	1	Low-quality	Genome-fragment	12.79	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_8917	1078	No	NA	2	1	0	Low-quality	Genome-fragment	2.06	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_8957	8655	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_8972	22259	No	NA	19	0	15	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_8981	5369	No	NA	3	0	1	Low-quality	Genome-fragment	6.68	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_9016	1253	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_9040	12713	Yes	10964	18	4	2	Low-quality	Genome-fragment	14.67	HMM-based (lower-bound)	13.76	1.0	
ERR2726406_9068	2825	No	NA	5	0	0	Low-quality	Genome-fragment	5.55	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_9074	3799	Yes	1580	6	1	2	Low-quality	Genome-fragment	1.13	HMM-based (lower-bound)	58.41	1.0	
ERR2726406_9169	5697	No	NA	9	3	0	Low-quality	Genome-fragment	11.8	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_9231	5299	No	NA	8	1	0	Low-quality	Genome-fragment	3.56	HMM-based (lower-bound)	0.0	1.0	
ERR2726406_9255	10139	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
ERR2726406_9456	7768	Yes	3482	7	2	1	Low-quality	Genome-fragment	4.26	AAI-based (medium-confidence)	55.18	1.0	
ERR2726406_9528	2785	No	NA	4	0	0	Low-quality	Genome-fragment	7.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_9576	1557	No	NA	3	0	0	Low-quality	Genome-fragment	3.76	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_9609	3825	No	NA	6	4	0	Low-quality	Genome-fragment	8.68	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_9659	4000	No	NA	5	0	0	Low-quality	Genome-fragment	9.34	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
ERR2726406_9774	792	No	NA	2	1	0	Low-quality	Genome-fragment	2.03	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_9809	13236	No	NA	18	8	0	Low-quality	Genome-fragment	31.69	AAI-based (medium-confidence)	0.0	1.0	
ERR2726406_9883	7536	Yes	5018	8	1	1	Low-quality	Genome-fragment	8.86	AAI-based (high-confidence)	33.41	1.0	
ERR2726406_10081	2856	No	NA	4	3	0	Low-quality	Genome-fragment	8.13	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_10103	6785	No	NA	12	3	0	Low-quality	Genome-fragment	1.73	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_10148	1157	No	NA	2	1	0	Low-quality	Genome-fragment	1.63	AAI-based (high-confidence)	0.0	1.0	
ERR2726406_10156	3184	No	NA	7	0	0	Low-quality	Genome-fragment	6.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
ERR2726406_10204	10296	No	NA	12	5	0	Low-quality	Genome-fragment	33.96	AAI-based (high-confidence)	0.0	1.0	
