user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.19	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
bin.20	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	GCA_900542395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	97.43	0.777	GCA_900542395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	97.43	0.777	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934630975.1, s__Ventricola sp934630975, 95.0, 91.03, 0.538; GCA_900542445.1, s__Ventricola sp900542445, 95.0, 89.66, 0.376; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 89.59, 0.372; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 89.38, 0.383; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 88.01, 0.15	10.25	11	N/A	N/A
bin.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis_E	GCF_900128475.1	95.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis_E	97.07	0.807	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_900128475.1, s__Bacteroides massiliensis_E, 95.22, 97.07, 0.807; GCA_958402075.1, s__Bacteroides massiliensis_D, 95.0, 95.5, 0.812; GCF_902493215.1, s__Bacteroides sp902493215, 95.0, 85.64, 0.262	10.13	11	N/A	Genome domain questionable ( 10.8% Bacterial, 1.9% Archaeal)
bin.22	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	98.74	0.894	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_025567015.1, s__Acetatifactor acetigignens, 95.0, 98.74, 0.894; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 89.48, 0.578; GCA_040096245.1, s__Acetatifactor hominis, 95.0, 89.03, 0.524; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.76, 0.59; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 88.72, 0.507; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 88.46, 0.531; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 88.35, 0.464; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 88.19, 0.473; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 87.99, 0.424; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 86.81, 0.394; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 86.63, 0.37; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 86.25, 0.424; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 86.11, 0.378; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 86.08, 0.372; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 85.96, 0.279; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 85.47, 0.315	58.16	11	N/A	N/A
bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	GCA_000434635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	97.39	0.878	GCA_000434635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	97.39	0.878	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934569225.1, s__Faecousia sp934569225, 95.0, 93.51, 0.76; GCA_900546075.1, s__Faecousia sp900546075, 95.0, 92.79, 0.71; GCA_934572365.1, s__Faecousia sp934572365, 95.67, 92.69, 0.59; GCA_934569215.1, s__Faecousia sp934569215, 95.1, 91.69, 0.557; GCA_002436765.1, s__Faecousia sp002436765, 95.0, 91.15, 0.607; GCA_945836055.1, s__Faecousia sp945836055, 95.0, 83.91, 0.163	37.35	11	N/A	N/A
bin.24	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.8%)
bin.25	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	GCF_958453765.1	95.08	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	96.03	0.894	GCA_963659725.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp963659725	93.94	0.889	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000188175.1, s__Phascolarctobacterium_A succinatutens, 95.0, 95.32, 0.893; GCF_000434895.1, s__Phascolarctobacterium_A succinatutens_A, 95.0, 95.09, 0.901; GCA_963603005.1, s__Phascolarctobacterium_A sp963603005, 95.0, 95.08, 0.927; GCF_902463975.1, s__Phascolarctobacterium_A sp902463975, 95.0, 94.62, 0.894; GCF_934203365.1, s__Phascolarctobacterium_A sp934203365, 95.0, 94.62, 0.888; GCF_900753045.1, s__Phascolarctobacterium_A sp900753045, 95.0, 94.5, 0.882; GCF_937920985.1, s__Phascolarctobacterium_A sp937920985, 95.0, 94.18, 0.893; GCA_934234275.1, s__Phascolarctobacterium_A sp934234275, 95.0, 93.88, 0.595; GCF_934190775.1, s__Phascolarctobacterium_A sp934190775, 95.0, 93.12, 0.86; GCF_900770955.1, s__Phascolarctobacterium_A sp900770955, 95.0, 93.12, 0.82; GCA_900551335.1, s__Phascolarctobacterium_A sp900551335, 95.79, 86.36, 0.219	23.95	11	N/A	N/A
bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.63	0.879	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.63	0.879	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.45, 0.598	36.89	11	N/A	N/A
bin.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	97.79	0.929	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	97.79	0.929	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	55.82	11	N/A	N/A
bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.7	0.954	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.7	0.954	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 86.26, 0.31; GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 85.92, 0.248; GCA_963590855.1, s__Ruminococcus_C sp963590855, 95.0, 85.47, 0.269	49.38	11	N/A	N/A
bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	GCA_003531585.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	98.69	0.929	GCA_003531585.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	98.69	0.929	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945923775.1, s__CAG-115 sp945923775, 95.0, 94.68, 0.872; GCA_934446565.1, s__CAG-115 sp934446565, 95.0, 86.7, 0.454; GCA_934456315.1, s__CAG-115 sp934456315, 95.0, 86.59, 0.438; GCA_900768125.1, s__CAG-115 sp900768125, 95.0, 86.47, 0.443; GCA_934466475.1, s__CAG-115 sp934466475, 95.0, 83.63, 0.186; GCA_934448295.1, s__CAG-115 sp934448295, 95.0, 83.61, 0.273; GCA_934481355.1, s__CAG-115 sp934481355, 95.0, 83.56, 0.226; GCA_900542145.1, s__CAG-115 sp003507295, 95.0, 83.21, 0.215; GCA_937893735.1, s__CAG-115 sp937893735, 95.0, 83.05, 0.191; GCA_000432175.1, s__CAG-115 sp000432175, 95.0, 82.97, 0.165; GCA_934457235.1, s__CAG-115 sp934457235, 95.0, 82.55, 0.165; GCA_934454435.1, s__CAG-115 sp934454435, 95.0, 82.02, 0.155	63.52	11	N/A	N/A
bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	GCF_964248265.1	95.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	98.81	0.616	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 98.91, 0.271; GCF_964248265.1, s__Phocaeicola vulgatus, 95.21, 98.81, 0.616; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 98.74, 0.276; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 98.73, 0.273; GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 98.54, 0.261; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 98.22, 0.303; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 98.16, 0.263; GCF_013009555.1, s__Phocaeicola dorei, 95.0, 95.64, 0.596; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 90.38, 0.408; GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 89.54, 0.298; GCA_963651205.1, s__Phocaeicola sp963651205, 95.0, 87.91, 0.239	21.31	11	N/A	N/A
bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	GCA_000432435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	98.13	0.951	GCA_000432435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	98.13	0.951	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022768065.1, s__Fimenecus sp022768065, 95.0, 90.77, 0.799; GCA_002437245.1, s__Fimenecus sp002437245, 95.0, 90.12, 0.789	73.15	11	N/A	N/A
bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	GCF_900291955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	98.63	0.933	GCF_900291955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	98.63	0.933	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902765855.1, s__Pseudoruminococcus sp902765855, 95.0, 92.04, 0.769	77.28	11	N/A	N/A
bin.32	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.18	0.828	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.18	0.828	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.53, 0.864; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 93.64, 0.662; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 92.18, 0.747; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 91.88, 0.75; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 91.76, 0.753; GCA_011881725.1, s__Escherichia coli_E, 95.0, 91.14, 0.72; GCF_014836715.1, s__Escherichia whittamii, 95.0, 90.73, 0.741; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 90.7, 0.48; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.05, 0.684; GCF_000759775.1, s__Escherichia albertii, 95.0, 89.1, 0.584	44.46	11	N/A	N/A
bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.0%)
bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.42	0.854	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.42	0.854	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	28.08	11	N/A	N/A
bin.6	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495	GCA_900545495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495	98.41	0.943	GCA_900545495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495	98.41	0.943	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 94.29, 0.779; GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 89.48, 0.433; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 89.22, 0.398; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 88.79, 0.463; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 88.67, 0.524; GCA_900545585.1, s__Vescimonas sp900545585, 95.0, 87.12, 0.368; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 87.04, 0.386	15.41	11	N/A	N/A
bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.2%)
bin.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	GCF_025567285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	97.88	0.944	GCF_025567285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	97.88	0.944	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963600665.1, s__Coprococcus sp963600665, 95.0, 93.4, 0.723; GCA_934247115.1, s__Coprococcus sp934247115, 95.0, 91.1, 0.537; GCA_029338615.1, s__Coprococcus sp029338615, 95.0, 89.81, 0.372; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 89.71, 0.361; GCA_902461735.1, s__Coprococcus sp902461735, 95.42, 89.63, 0.376; GCF_025149915.1, s__Coprococcus eutactus, 95.0, 89.61, 0.438; GCA_934277375.1, s__Coprococcus sp934277375, 95.0, 89.6, 0.443; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 89.15, 0.312; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 89.14, 0.315; GCA_934270935.1, s__Coprococcus sp934270935, 95.18, 89.08, 0.326; GCA_016297325.1, s__Coprococcus sp016297325, 95.0, 86.83, 0.288	55.4	11	N/A	N/A
