seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
ERR2726406_15265	19435	No terminal repeats	NA	23	11	0.9813	NA	12	33.6528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_11454	13516	No terminal repeats	NA	20	11	0.9812	NA	3	25.0445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12311	21619	No terminal repeats	NA	25	11	0.9812	NA	7	35.6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_29816	13927	No terminal repeats	NA	19	11	0.9812	NA	2	19.1589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4603	27227	No terminal repeats	NA	38	11	0.9811	NA	5	26.2551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4680|provirus_2_31797	31796	Provirus	2-31797	49	11	0.9811	NA	8	63.0346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_127155	2717	No terminal repeats	NA	8	11	0.9809	NA	0	11.5987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_5392	2641	No terminal repeats	NA	4	11	0.9809	NA	1	6.3861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_32987	3744	No terminal repeats	NA	6	11	0.9808	NA	1	10.2086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_90226	1926	No terminal repeats	NA	4	11	0.9808	NA	4	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_40204	1942	No terminal repeats	NA	3	11	0.9807	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_25765	4489	No terminal repeats	NA	6	11	0.9807	NA	0	7.2632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_3819	3017	No terminal repeats	NA	6	11	0.9806	NA	1	8.5667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_24062	4365	No terminal repeats	NA	7	11	0.9806	NA	1	8.3555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_510	28594	No terminal repeats	NA	39	11	0.9805	NA	14	42.5146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1057	9789	No terminal repeats	NA	15	11	0.9805	NA	5	17.9746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_558	41367	No terminal repeats	NA	60	11	0.9804	NA	15	56.5817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4073	15168	No terminal repeats	NA	20	11	0.9803	NA	9	33.2004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_8472	3337	No terminal repeats	NA	7	11	0.9803	NA	3	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_13371	11304	No terminal repeats	NA	18	11	0.9802	NA	2	21.7775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_20824	3610	No terminal repeats	NA	6	11	0.9802	NA	2	7.4182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_89677	3352	No terminal repeats	NA	7	11	0.9802	NA	3	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_19122	10617	No terminal repeats	NA	17	11	0.9802	NA	7	24.4322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12779	7512	No terminal repeats	NA	12	11	0.9801	NA	1	14.8524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_31080	3006	No terminal repeats	NA	3	11	0.9801	NA	3	5.1539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_5564	32801	No terminal repeats	NA	48	11	0.9801	NA	11	63.3081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_5802	4062	No terminal repeats	NA	3	11	0.9801	NA	1	4.8477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4676	16001	No terminal repeats	NA	19	11	0.9801	NA	9	22.3262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_7967	3054	No terminal repeats	NA	4	11	0.9800	NA	2	6.0931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_10375	8275	No terminal repeats	NA	8	11	0.9800	NA	1	6.6206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_5319	4274	No terminal repeats	NA	5	11	0.9799	NA	2	6.6808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_40924	3397	No terminal repeats	NA	10	11	0.9798	NA	1	9.6537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_75959	1951	No terminal repeats	NA	4	11	0.9798	NA	2	4.5604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_7300	7981	No terminal repeats	NA	13	11	0.9798	NA	0	12.1929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_28670	6669	No terminal repeats	NA	11	11	0.9798	NA	1	12.6334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1261	13781	No terminal repeats	NA	13	11	0.9797	NA	1	18.1273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1242	11700	No terminal repeats	NA	19	11	0.9796	NA	4	20.8528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4012	3388	No terminal repeats	NA	8	11	0.9796	NA	2	9.8755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12115	26111	No terminal repeats	NA	33	11	0.9796	NA	4	42.5209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15622	6382	No terminal repeats	NA	11	11	0.9794	NA	4	12.7883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_16624	3950	No terminal repeats	NA	7	11	0.9793	NA	2	6.2504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_55506	4704	No terminal repeats	NA	6	11	0.9792	NA	2	5.7987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_30836	2761	No terminal repeats	NA	9	11	0.9790	NA	1	9.6270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_139	21073	No terminal repeats	NA	35	11	0.9790	NA	8	42.7416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_17062	4180	No terminal repeats	NA	7	11	0.9789	NA	5	11.8498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4332	19921	No terminal repeats	NA	26	11	0.9788	NA	10	34.1287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_43436	1934	No terminal repeats	NA	5	11	0.9786	NA	1	6.6482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15190	3412	No terminal repeats	NA	2	11	0.9785	NA	1	2.7886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_61959	5389	No terminal repeats	NA	10	11	0.9785	NA	1	6.6777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_6684	3723	No terminal repeats	NA	7	11	0.9785	NA	0	7.4533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_2521	5324	No terminal repeats	NA	4	11	0.9784	NA	2	4.3510	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_13886	1816	No terminal repeats	NA	3	11	0.9783	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_47042	9499	No terminal repeats	NA	15	11	0.9783	NA	0	13.3195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12865	4434	No terminal repeats	NA	7	11	0.9783	NA	0	9.9441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_73709	1898	No terminal repeats	NA	5	11	0.9782	NA	1	5.0949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_31257	18946	No terminal repeats	NA	32	11	0.9782	NA	4	25.7395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12793	2986	No terminal repeats	NA	4	11	0.9782	NA	0	4.9253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1697	17309	No terminal repeats	NA	29	11	0.9782	NA	1	32.5598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_33718	4551	No terminal repeats	NA	8	11	0.9781	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_63079	2883	No terminal repeats	NA	7	11	0.9781	NA	0	7.2345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_19722	7837	No terminal repeats	NA	6	11	0.9781	NA	0	10.0376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1285	7116	No terminal repeats	NA	7	11	0.9780	NA	0	5.1393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
ERR2726406_15252	5537	No terminal repeats	NA	7	11	0.9779	NA	3	5.9180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_115104	3146	No terminal repeats	NA	5	11	0.9779	NA	2	5.6766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_21088	2839	DTR	NA	6	11	0.9779	NA	1	7.2387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4037	11561	No terminal repeats	NA	16	11	0.9779	NA	8	21.8377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_73800	4562	No terminal repeats	NA	6	11	0.9778	NA	0	5.5580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_35335	3393	No terminal repeats	NA	4	11	0.9777	NA	0	6.3489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_38127	3882	No terminal repeats	NA	7	11	0.9777	NA	1	6.8706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_32655	3940	No terminal repeats	NA	3	11	0.9776	NA	0	4.3627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_10324	5096	No terminal repeats	NA	10	11	0.9775	NA	0	8.0474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_158260	1500	No terminal repeats	NA	3	11	0.9775	NA	1	5.1525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_20403	16909	No terminal repeats	NA	15	11	0.9774	NA	3	18.4065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_6755	16264	No terminal repeats	NA	34	11	0.9774	NA	2	37.5734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_11189	16063	No terminal repeats	NA	32	11	0.9774	NA	4	32.2137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_47181	4570	No terminal repeats	NA	8	11	0.9774	NA	1	10.7075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_5810	16945	No terminal repeats	NA	20	11	0.9773	NA	5	26.1182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15189	1750	No terminal repeats	NA	4	11	0.9773	NA	1	4.8140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_11469	3062	No terminal repeats	NA	2	11	0.9772	NA	1	2.9230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_2406	5975	No terminal repeats	NA	11	11	0.9771	NA	0	10.2131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_10398	5848	No terminal repeats	NA	8	11	0.9770	NA	0	6.5391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_4351	18593	No terminal repeats	NA	21	11	0.9770	NA	6	29.9916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_2303	137297	No terminal repeats	NA	221	11	0.9769	NA	14	215.7330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_10103	6785	No terminal repeats	NA	12	11	0.9768	NA	1	6.1852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_6884	4285	No terminal repeats	NA	9	11	0.9767	NA	0	6.3652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_424	19423	No terminal repeats	NA	39	11	0.9767	NA	4	27.6868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_31678	1563	No terminal repeats	NA	3	11	0.9765	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15136	7722	No terminal repeats	NA	12	11	0.9764	NA	1	8.5353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_9659	4000	No terminal repeats	NA	5	11	0.9762	NA	1	6.2164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_3374	9808	No terminal repeats	NA	17	11	0.9762	NA	8	22.0421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_43541	3928	No terminal repeats	NA	5	11	0.9761	NA	1	6.5806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_9883	7536	No terminal repeats	NA	8	11	0.9761	NA	1	9.8189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_16717	2628	No terminal repeats	NA	5	11	0.9760	NA	0	5.1241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_113912	1291	No terminal repeats	NA	5	11	0.9760	NA	1	8.5570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_65262	416	No terminal repeats	NA	2	11	0.9759	NA	1	3.1412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
ERR2726406_949	46219	No terminal repeats	NA	65	11	0.9759	NA	13	54.9955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1613	4485	No terminal repeats	NA	7	11	0.9757	NA	1	4.9087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_67158	3613	No terminal repeats	NA	8	11	0.9757	NA	1	6.4537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_33546	3502	No terminal repeats	NA	6	11	0.9757	NA	1	6.8712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_5948	7236	No terminal repeats	NA	10	11	0.9756	NA	3	6.1276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12713	2619	No terminal repeats	NA	4	11	0.9756	NA	2	4.5917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_29431	2891	No terminal repeats	NA	4	11	0.9756	NA	2	5.1505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_10081	2856	No terminal repeats	NA	4	11	0.9756	NA	2	6.3041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_209766	775	No terminal repeats	NA	2	11	0.9755	NA	1	3.0512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_129759	1562	No terminal repeats	NA	3	11	0.9754	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_77814	2909	No terminal repeats	NA	7	11	0.9752	NA	1	6.2966	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_7348	14720	No terminal repeats	NA	18	11	0.9751	NA	3	21.9073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_48235	1059	No terminal repeats	NA	2	11	0.9750	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_38255	2388	No terminal repeats	NA	7	11	0.9749	NA	5	10.6115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15656	2394	No terminal repeats	NA	2	11	0.9748	NA	1	3.3558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_2249	22568	No terminal repeats	NA	41	11	0.9747	NA	9	36.6783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_94241	4772	No terminal repeats	NA	6	11	0.9744	NA	0	6.8510	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_9609	3825	No terminal repeats	NA	6	11	0.9743	NA	2	5.7467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_31002	10935	No terminal repeats	NA	10	11	0.9743	NA	2	10.0666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_11742	4846	No terminal repeats	NA	5	11	0.9741	NA	0	4.0768	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15379	8289	No terminal repeats	NA	10	11	0.9741	NA	1	13.3394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_13590	3672	No terminal repeats	NA	5	11	0.9740	NA	0	4.9554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15137	2528	No terminal repeats	NA	6	11	0.9739	NA	0	9.4852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_65568	3069	No terminal repeats	NA	5	11	0.9739	NA	0	4.6596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_12887	28157	No terminal repeats	NA	42	11	0.9739	NA	7	34.0753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1863	11748	No terminal repeats	NA	20	11	0.9737	NA	1	25.0756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_19166	4439	No terminal repeats	NA	5	11	0.9737	NA	0	7.4157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_54749	3699	No terminal repeats	NA	2	11	0.9737	NA	1	2.9862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_15004	3299	No terminal repeats	NA	4	11	0.9737	NA	0	5.4735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_33316	4893	No terminal repeats	NA	7	11	0.9736	NA	3	6.3328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_8270	19852	No terminal repeats	NA	28	11	0.9736	NA	3	21.9348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_11818	2825	No terminal repeats	NA	6	11	0.9736	NA	5	6.8686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_73894	1800	No terminal repeats	NA	2	11	0.9735	NA	2	3.1824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_54926	3334	No terminal repeats	NA	3	11	0.9734	NA	2	2.9466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_42334	2719	No terminal repeats	NA	6	11	0.9734	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_1209	33249	No terminal repeats	NA	42	11	0.9733	NA	12	57.4260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_27161	4061	No terminal repeats	NA	6	11	0.9733	NA	1	5.4516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_65098	7837	No terminal repeats	NA	15	11	0.9731	NA	0	15.1567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_7592	8794	No terminal repeats	NA	6	11	0.9730	NA	2	6.4847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ERR2726406_2327	2722	No terminal repeats	NA	6	11	0.9730	NA	0	5.8659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
