seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k119_21931	46095	No terminal repeats	NA	43	11	0.9816	NA	3	54.3316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k119_13215	4602	No terminal repeats	NA	5	11	0.9815	NA	1	8.3323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_14616	3855	No terminal repeats	NA	4	11	0.9815	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_49693	2733	No terminal repeats	NA	5	11	0.9814	NA	1	6.8704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_29476	6651	No terminal repeats	NA	11	11	0.9813	NA	1	11.5390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_28043	3740	No terminal repeats	NA	8	11	0.9811	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k119_44870|provirus_2_27500	27499	Provirus	2-27500	42	11	0.9810	NA	15	54.1360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_5554	33878	No terminal repeats	NA	36	11	0.9810	NA	4	45.3085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_9108	10761	No terminal repeats	NA	20	11	0.9809	NA	2	19.3817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_61215	4017	No terminal repeats	NA	4	11	0.9808	NA	1	5.1535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_22569	4840	No terminal repeats	NA	12	11	0.9807	NA	0	11.5520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_42283	22644	No terminal repeats	NA	31	11	0.9807	NA	11	40.6369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_11662	2842	No terminal repeats	NA	2	11	0.9806	NA	1	3.2657	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k119_8132	5490	No terminal repeats	NA	7	11	0.9805	NA	2	11.6994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_52532	1395	No terminal repeats	NA	5	11	0.9804	NA	1	8.2799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_31238|provirus_229342_268722	39381	Provirus	229342-268722	44	11	0.9803	NA	10	56.3200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_37499	17987	No terminal repeats	NA	29	11	0.9802	NA	1	35.9586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_17725	7714	No terminal repeats	NA	15	11	0.9802	NA	5	13.8912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_40549	154333	No terminal repeats	NA	200	11	0.9801	NA	6	193.3752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_1719	17276	No terminal repeats	NA	33	11	0.9801	NA	6	29.2152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_23137	16092	No terminal repeats	NA	17	11	0.9801	NA	5	26.0197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_29503	3487	No terminal repeats	NA	9	11	0.9801	NA	0	10.3409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_62200	2321	No terminal repeats	NA	4	11	0.9800	NA	1	6.4709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_2305|provirus_3_34304	34302	Provirus	3-34304	53	11	0.9799	NA	8	48.5585	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_39518	2537	No terminal repeats	NA	5	11	0.9799	NA	1	7.7302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_43234	11929	No terminal repeats	NA	22	11	0.9794	NA	0	14.7572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_57256	2927	No terminal repeats	NA	4	11	0.9794	NA	4	6.8074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_9425	4629	No terminal repeats	NA	10	11	0.9793	NA	1	9.7529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_55899	3889	No terminal repeats	NA	3	11	0.9793	NA	0	4.8928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_36784	4101	No terminal repeats	NA	8	11	0.9790	NA	3	12.0213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_8860	6952	No terminal repeats	NA	8	11	0.9789	NA	0	7.7637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_4219	6421	No terminal repeats	NA	19	11	0.9788	NA	1	11.6601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_21914	2078	No terminal repeats	NA	3	11	0.9787	NA	3	4.6636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_21216	5665	No terminal repeats	NA	11	11	0.9787	NA	1	14.6560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_3866	25936	No terminal repeats	NA	27	11	0.9787	NA	4	30.4541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_21340|provirus_31811_48190	16380	Provirus	31811-48190	31	11	0.9786	NA	1	46.1070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_22139	7483	No terminal repeats	NA	7	11	0.9785	NA	2	7.7401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_19437	3511	No terminal repeats	NA	8	11	0.9785	NA	1	7.1639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_5045	4362	No terminal repeats	NA	5	11	0.9785	NA	2	6.4249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_3396|provirus_85013_90971	5959	Provirus	85013-90971	13	11	0.9785	NA	1	11.3139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_41531	139451	No terminal repeats	NA	166	11	0.9782	NA	4	140.7176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_48686	43856	No terminal repeats	NA	62	11	0.9781	NA	9	43.2990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_64066	4128	No terminal repeats	NA	4	11	0.9780	NA	1	6.2354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_35977	1638	No terminal repeats	NA	3	11	0.9779	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_32083	2868	No terminal repeats	NA	9	11	0.9779	NA	6	11.2025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_33697	40090	No terminal repeats	NA	59	11	0.9779	NA	11	66.1558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_45491	4202	No terminal repeats	NA	8	11	0.9773	NA	1	8.9836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_38066	8059	No terminal repeats	NA	22	11	0.9773	NA	1	20.2179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_43385	3103	No terminal repeats	NA	3	11	0.9773	NA	0	4.5393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_17598|provirus_3_23768	23766	Provirus	3-23768	30	11	0.9772	NA	10	38.5423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_56207	9660	No terminal repeats	NA	17	11	0.9768	NA	6	20.3200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_53232	23819	No terminal repeats	NA	34	11	0.9767	NA	6	27.8566	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_19352	2531	No terminal repeats	NA	8	11	0.9766	NA	0	9.4621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_28693	4243	No terminal repeats	NA	3	11	0.9765	NA	2	3.2192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_17402	13011	No terminal repeats	NA	24	11	0.9763	NA	1	17.9835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_53103	34127	No terminal repeats	NA	42	11	0.9763	NA	4	33.2472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_30699	3121	No terminal repeats	NA	3	11	0.9761	NA	0	2.9450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_45462	3181	No terminal repeats	NA	6	11	0.9760	NA	2	7.9259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_23011|provirus_93147_131365	38219	Provirus	93147-131365	56	11	0.9758	NA	9	67.1756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_13330	9690	No terminal repeats	NA	18	11	0.9758	NA	1	12.0908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_52519	15030	No terminal repeats	NA	26	11	0.9755	NA	0	16.6169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_53121	3116	No terminal repeats	NA	7	11	0.9754	NA	2	6.3725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_63913	10383	No terminal repeats	NA	20	11	0.9754	NA	0	9.0903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_6211	41056	No terminal repeats	NA	55	11	0.9752	NA	9	58.1927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_64740	6842	No terminal repeats	NA	11	11	0.9749	NA	2	9.9353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_20311|provirus_1_41402	41402	Provirus	1-41402	59	11	0.9749	NA	17	56.7979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_16347	3764	No terminal repeats	NA	6	11	0.9748	NA	2	9.5549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_13373	12841	No terminal repeats	NA	33	11	0.9747	NA	0	27.5977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_57115|provirus_173_127951	127779	Provirus	173-127951	184	11	0.9745	NA	7	111.0790	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_27118	5853	No terminal repeats	NA	8	11	0.9743	NA	2	6.4233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_36097	1482	No terminal repeats	NA	2	11	0.9743	NA	2	3.0174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_41473	52766	No terminal repeats	NA	91	11	0.9740	NA	1	56.8813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_42039|provirus_25545_45316	19772	Provirus	25545-45316	34	11	0.9740	NA	1	33.8296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_10001	5464	No terminal repeats	NA	5	11	0.9738	NA	0	5.1303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_48964	1430	No terminal repeats	NA	2	11	0.9738	NA	2	3.4316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_4758	15433	No terminal repeats	NA	42	11	0.9738	NA	0	27.9728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_18665|provirus_3_13714	13712	Provirus	3-13714	14	11	0.9737	NA	2	13.6921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_5539	4432	No terminal repeats	NA	13	11	0.9735	NA	0	11.8650	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_32094	3226	No terminal repeats	NA	6	11	0.9734	NA	0	6.6043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_3092	15103	No terminal repeats	NA	16	11	0.9734	NA	1	9.6060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_61491	6210	No terminal repeats	NA	10	11	0.9733	NA	0	6.5160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_59964	5349	No terminal repeats	NA	7	11	0.9729	NA	2	8.7141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_6776	39057	No terminal repeats	NA	61	11	0.9729	NA	10	59.3301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_6495|provirus_170_38608	38439	Provirus	170-38608	41	11	0.9728	NA	8	53.1675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_56675	4262	No terminal repeats	NA	8	11	0.9727	NA	0	8.4390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_57405	2849	No terminal repeats	NA	5	11	0.9726	NA	0	5.3475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_44734	3062	No terminal repeats	NA	5	11	0.9726	NA	0	6.2925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_29079	2912	No terminal repeats	NA	8	11	0.9723	NA	0	7.6116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_50681|provirus_504_102201	101698	Provirus	504-102201	112	11	0.9719	NA	28	120.9739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_45542	2633	No terminal repeats	NA	5	11	0.9717	NA	1	7.5603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_62377	5567	No terminal repeats	NA	10	11	0.9715	NA	0	5.7732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_4389	27301	No terminal repeats	NA	35	11	0.9707	NA	13	32.4173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_2493	6183	No terminal repeats	NA	8	11	0.9707	NA	1	9.5343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_24267	2005	No terminal repeats	NA	5	11	0.9704	NA	3	7.7994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_43474	4284	No terminal repeats	NA	3	11	0.9704	NA	0	4.6394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_4431	23915	No terminal repeats	NA	38	11	0.9699	NA	2	27.8043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_7333	411	No terminal repeats	NA	1	11	0.9690	NA	1	1.5311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_52998	5406	No terminal repeats	NA	8	11	0.9690	NA	2	9.8733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_25968	2051	No terminal repeats	NA	2	11	0.9690	NA	1	3.4057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_40665	2919	No terminal repeats	NA	7	11	0.9689	NA	1	7.1122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_52459	1941	No terminal repeats	NA	3	11	0.9689	NA	1	4.3818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_27582	2574	No terminal repeats	NA	6	11	0.9686	NA	2	6.0725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_14470	2626	No terminal repeats	NA	4	11	0.9686	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_25853	351	No terminal repeats	NA	1	11	0.9680	NA	1	1.7061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_34719	1763	No terminal repeats	NA	5	11	0.9680	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_18593	364	No terminal repeats	NA	1	11	0.9673	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_18734	5637	No terminal repeats	NA	9	11	0.9669	NA	0	6.0366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_56252	2979	No terminal repeats	NA	4	11	0.9669	NA	0	4.5267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_25657|provirus_4392_45888	41497	Provirus	4392-45888	32	11	0.9669	NA	12	29.2882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_4566	2732	No terminal repeats	NA	11	11	0.9669	NA	0	9.5199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_47296|provirus_9128_60872	51745	Provirus	9128-60872	75	11	0.9666	NA	16	54.7728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_62938	1781	No terminal repeats	NA	3	11	0.9658	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_58765	16957	No terminal repeats	NA	23	11	0.9657	NA	3	11.7805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_52247	1558	No terminal repeats	NA	2	11	0.9653	NA	1	2.9354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_23049	2780	No terminal repeats	NA	2	11	0.9651	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_8512	711	No terminal repeats	NA	1	11	0.9649	NA	1	1.5289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_41835	2491	No terminal repeats	NA	4	11	0.9646	NA	3	6.4868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_43354	4384	No terminal repeats	NA	9	11	0.9644	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_51466	1081	No terminal repeats	NA	3	11	0.9643	NA	2	5.1527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_3309	2023	No terminal repeats	NA	3	11	0.9639	NA	2	4.8829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_55898	468	No terminal repeats	NA	2	11	0.9638	NA	1	3.0592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_179	1669	No terminal repeats	NA	3	11	0.9637	NA	2	3.0039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_42739	3806	No terminal repeats	NA	7	11	0.9635	NA	7	11.8602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_16561	1174	No terminal repeats	NA	1	11	0.9630	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_55461	455	No terminal repeats	NA	2	11	0.9628	NA	2	3.0386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_52115	478	No terminal repeats	NA	1	11	0.9626	NA	1	1.4429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_55504	3510	No terminal repeats	NA	7	11	0.9625	NA	0	2.8106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_3006|provirus_374_42087	41714	Provirus	374-42087	65	11	0.9625	NA	6	45.8355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_53481	1979	No terminal repeats	NA	3	11	0.9624	NA	2	2.5531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_15089	773	No terminal repeats	NA	2	11	0.9623	NA	1	2.6192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_8176	1808	No terminal repeats	NA	2	11	0.9623	NA	1	2.2724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_37595	4413	No terminal repeats	NA	9	11	0.9620	NA	3	13.0722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_46716	2649	No terminal repeats	NA	6	11	0.9614	NA	1	6.4929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_43844	1473	No terminal repeats	NA	3	11	0.9614	NA	3	5.0969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_62835	1531	No terminal repeats	NA	3	11	0.9607	NA	1	3.4122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_17967	2902	No terminal repeats	NA	8	11	0.9606	NA	0	5.9036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_47872	958	No terminal repeats	NA	1	11	0.9601	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_61614	5609	No terminal repeats	NA	5	11	0.9597	NA	0	3.8452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_18762	928	No terminal repeats	NA	3	11	0.9594	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_63654	1189	No terminal repeats	NA	3	11	0.9590	NA	2	5.1421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_6801	8440	No terminal repeats	NA	11	11	0.9587	NA	6	16.6447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_8524	14051	No terminal repeats	NA	18	11	0.9587	NA	0	14.3702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_34572	591	No terminal repeats	NA	2	11	0.9586	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_60571	3209	No terminal repeats	NA	1	11	0.9579	NA	1	1.5199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_24449|provirus_34_48468	48435	Provirus	34-48468	61	11	0.9578	NA	8	44.3496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_18032	3608	No terminal repeats	NA	9	11	0.9578	NA	0	8.1604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_16704	3959	No terminal repeats	NA	4	11	0.9577	NA	1	4.5196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_9957	2559	No terminal repeats	NA	3	11	0.9573	NA	3	4.2643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_49564	786	No terminal repeats	NA	2	11	0.9573	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_44031	533	No terminal repeats	NA	1	11	0.9571	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_20741	1655	No terminal repeats	NA	2	11	0.9568	NA	1	3.4255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_24292	2629	No terminal repeats	NA	1	11	0.9568	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_44090	1072	No terminal repeats	NA	3	11	0.9557	NA	1	2.6689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_36396	693	No terminal repeats	NA	1	11	0.9553	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_4253	1659	No terminal repeats	NA	2	11	0.9552	NA	1	2.9901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k119_28307	2452	No terminal repeats	NA	5	11	0.9550	NA	1	5.1140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
