contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k119_16347	3764	No	NA	6	1	0	Low-quality	Genome-fragment	8.79	AAI-based (high-confidence)	0.0	1.0	
k119_38145	606	No	NA	2	0	0	Low-quality	Genome-fragment	1.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_5554	33878	No	NA	36	5	0	Medium-quality	Genome-fragment	66.8	AAI-based (high-confidence)	0.0	1.0	
k119_59688	2599	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_38166	382	No	NA	2	1	0	Low-quality	Genome-fragment	0.23	HMM-based (lower-bound)	0.0	1.0	
k119_54383	5514	No	NA	6	0	0	Low-quality	Genome-fragment	4.2	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_48907	318	No	NA	1	1	0	Low-quality	Genome-fragment	0.84	AAI-based (high-confidence)	0.0	1.0	
k119_54441	1689	No	NA	5	0	0	Low-quality	Genome-fragment	3.94	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_54442	3663	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_311	2700	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_16419	744	No	NA	3	0	0	Low-quality	Genome-fragment	1.76	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_59774	542	No	NA	1	1	0	Low-quality	Genome-fragment	1.17	AAI-based (medium-confidence)	0.0	1.0	
k119_378	599	No	NA	2	1	0	Low-quality	Genome-fragment	1.66	AAI-based (high-confidence)	0.0	1.0	
k119_48964	1430	No	NA	2	2	0	Low-quality	Genome-fragment	2.33	AAI-based (medium-confidence)	0.0	1.0	
k119_32946	684	No	NA	3	1	0	Low-quality	Genome-fragment	1.63	AAI-based (high-confidence)	0.0	1.0	
k119_11057	719	No	NA	2	1	0	Low-quality	Genome-fragment	1.17	AAI-based (high-confidence)	0.0	1.0	
k119_32969	4543	No	NA	4	0	0	Low-quality	Genome-fragment	9.93	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_59868	405	No	NA	1	0	0	Low-quality	Genome-fragment	0.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_11084	1180	No	NA	1	1	0	Low-quality	Genome-fragment	3.06	AAI-based (medium-confidence)	0.0	1.0	
k119_27275	1536	No	NA	2	2	0	Low-quality	Genome-fragment	4.1	AAI-based (high-confidence)	0.0	1.0	
k119_33016	574	No	NA	2	2	0	Low-quality	Genome-fragment	1.53	AAI-based (medium-confidence)	0.0	1.0	
k119_27286	364	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_21914	2078	No	NA	3	2	0	Low-quality	Genome-fragment	4.49	AAI-based (high-confidence)	0.0	1.0	
k119_16561	1174	No	NA	1	1	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0.0	1.0	
k119_59904	2923	Yes	2301	6	2	1	Low-quality	Genome-fragment	4.61	AAI-based (high-confidence)	21.28	1.0	
k119_43699	1408	No	NA	2	0	0	Low-quality	Genome-fragment	3.6	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_21931	46095	No	NA	43	5	0	Low-quality	Genome-fragment	43.43	AAI-based (high-confidence)	0.0	1.0	
k119_43724	5218	No	NA	5	0	3	Low-quality	Genome-fragment	3.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_491	2847	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_59964	5349	No	NA	7	6	0	Low-quality	Genome-fragment	7.59	AAI-based (high-confidence)	0.0	1.0	
k119_59969	702	No	NA	2	1	0	Low-quality	Genome-fragment	1.3	HMM-based (lower-bound)	0.0	1.0	
k119_60007	8289	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_33151	470	No	NA	1	1	0	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	0.0	1.0	
k119_27340	1830	No	NA	4	0	0	Low-quality	Genome-fragment	4.39	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_27345	492	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_43844	1473	No	NA	3	2	0	Low-quality	Genome-fragment	4.06	AAI-based (high-confidence)	0.0	1.0	
k119_561	22593	No	NA	10	0	3	Low-quality	Genome-fragment	30.61	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_43860	561	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_27445	324	No	NA	1	1	0	Low-quality	Genome-fragment	0.22	HMM-based (lower-bound)	0.0	1.0	
k119_43898	863	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_16704	3959	No	NA	4	1	0	Low-quality	Genome-fragment	8.92	AAI-based (high-confidence)	0.0	1.0	
k119_43967	4610	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_44005	4720	No	NA	2	0	1	Low-quality	Genome-fragment	5.46	AAI-based (medium-confidence)	0.0	1.05	no viral genes detected
k119_44016	2192	No	NA	4	1	0	Low-quality	Genome-fragment	5.01	AAI-based (medium-confidence)	0.0	1.0	
k119_44020	4004	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_44031	533	No	NA	1	1	0	Low-quality	Genome-fragment	0.99	HMM-based (lower-bound)	0.0	1.0	
k119_657	898	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_54834	533	No	NA	1	0	0	Low-quality	Genome-fragment	1.66	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_710	2049	No	NA	5	0	0	Low-quality	Genome-fragment	4.98	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_22120	7599	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_27582	2574	No	NA	6	0	0	Low-quality	Genome-fragment	5.57	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_22139	7483	No	NA	7	2	0	Low-quality	Genome-fragment	19.18	AAI-based (high-confidence)	0.0	1.0	
k119_27583	1867	No	NA	3	1	0	Low-quality	Genome-fragment	5.09	AAI-based (high-confidence)	0.0	1.0	
k119_54891	5699	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_44090	1072	No	NA	3	2	0	Low-quality	Genome-fragment	1.73	AAI-based (high-confidence)	0.0	1.0	
k119_49270	2073	No	NA	2	0	0	Low-quality	Genome-fragment	3.35	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_22241	2671	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_33525	308	No	NA	2	2	0	Low-quality	Genome-fragment	0.36	HMM-based (lower-bound)	0.0	1.0	
k119_33531	455	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_60468	669	No	NA	1	1	0	Low-quality	Genome-fragment	1.63	AAI-based (high-confidence)	0.0	1.0	
k119_22293	713	No	NA	1	1	0	Low-quality	Genome-fragment	0.85	HMM-based (lower-bound)	0.0	1.0	
k119_27742	1128	No	NA	3	1	0	Low-quality	Genome-fragment	2.22	AAI-based (high-confidence)	0.0	1.0	
k119_11526	1228	No	NA	2	0	0	Low-quality	Genome-fragment	3.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_44265	3216	No	NA	9	1	0	Low-quality	Genome-fragment	7.64	AAI-based (high-confidence)	0.0	1.0	
k119_16930	1776	No	NA	4	1	0	Low-quality	Genome-fragment	4.61	AAI-based (high-confidence)	0.0	1.0	
k119_22340	743	No	NA	1	0	0	Low-quality	Genome-fragment	1.44	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_49402	984	No	NA	1	1	0	Low-quality	Genome-fragment	1.44	HMM-based (lower-bound)	0.0	1.0	
k119_44307	869	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_33627	1375	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_33697	40090	No	NA	59	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
k119_16993	11159	No	NA	12	1	1	Low-quality	Genome-fragment	7.5	HMM-based (lower-bound)	0.0	1.0	
k119_38733	524	No	NA	2	1	0	Low-quality	Genome-fragment	0.61	HMM-based (lower-bound)	0.0	1.0	
k119_11547	544	No	NA	1	1	0	Low-quality	Genome-fragment	1.01	HMM-based (lower-bound)	0.0	1.0	
k119_16999	505	No	NA	1	1	0	Low-quality	Genome-fragment	1.06	AAI-based (high-confidence)	0.0	1.0	
k119_11559	5632	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_27865	695	No	NA	1	0	0	Low-quality	Genome-fragment	1.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_60571	3209	No	NA	1	1	0	Low-quality	Genome-fragment	7.49	AAI-based (high-confidence)	0.0	1.0	
k119_38759	2959	No	NA	5	1	0	Low-quality	Genome-fragment	5.32	AAI-based (medium-confidence)	0.0	1.0	
k119_27906	3467	No	NA	9	1	0	Low-quality	Genome-fragment	2.23	HMM-based (lower-bound)	0.0	1.0	
k119_27925	359	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_49564	786	No	NA	2	2	0	Low-quality	Genome-fragment	2.72	AAI-based (medium-confidence)	0.0	1.0	
k119_33770	343	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_1080	332	No	NA	2	1	0	Low-quality	Genome-fragment	0.64	HMM-based (lower-bound)	0.0	1.0	
k119_44525	4099	No	NA	8	3	0	Low-quality	Genome-fragment	9.86	AAI-based (high-confidence)	0.0	1.0	
k119_6211	41056	No	NA	55	26	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
k119_11657	2604	No	NA	1	1	0	Low-quality	Genome-fragment	6.48	AAI-based (high-confidence)	0.0	1.0	
k119_11662	2842	No	NA	2	1	0	Low-quality	Genome-fragment	41.65	AAI-based (high-confidence)	0.0	1.0	
k119_60703	2148	No	NA	7	2	0	Low-quality	Genome-fragment	4.4	HMM-based (lower-bound)	0.0	1.0	
k119_27937	889	No	NA	2	2	0	Low-quality	Genome-fragment	1.92	AAI-based (high-confidence)	0.0	1.0	
k119_17125	311	No	NA	1	1	0	Low-quality	Genome-fragment	0.36	HMM-based (lower-bound)	0.0	1.0	
k119_55175	882	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_44666	788	No	NA	2	2	0	Low-quality	Genome-fragment	1.11	AAI-based (high-confidence)	0.0	1.0	
k119_28043	3740	No	NA	8	0	0	Low-quality	Genome-fragment	3.48	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_22569	4840	No	NA	12	1	0	Low-quality	Genome-fragment	10.55	AAI-based (high-confidence)	0.0	1.0	
k119_44734	3062	No	NA	5	0	0	Low-quality	Genome-fragment	4.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_22595	2750	No	NA	3	0	1	Low-quality	Genome-fragment	4.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_33819	573	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_60758	11014	No	NA	14	1	1	Low-quality	Genome-fragment	10.03	HMM-based (lower-bound)	0.0	1.0	
k119_33829	27988	Yes	15709	24	3	6	Low-quality	Genome-fragment	37.78	AAI-based (medium-confidence)	43.87	1.0	low-confidence Provirus
k119_11747	1032	No	NA	1	1	0	Low-quality	Genome-fragment	1.74	HMM-based (lower-bound)	0.0	1.0	
k119_55320	1696	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_28160	890	No	NA	1	0	0	Low-quality	Genome-fragment	1.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_33874	2654	No	NA	2	0	2	Low-quality	Genome-fragment	0.85	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_60819	803	No	NA	3	1	0	Low-quality	Genome-fragment	2.39	AAI-based (medium-confidence)	0.0	1.0	
k119_55340	554	No	NA	1	0	0	Low-quality	Genome-fragment	1.2	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_33941	2289	No	NA	2	1	0	Low-quality	Genome-fragment	5.8	AAI-based (high-confidence)	0.0	1.0	
k119_49693	2733	No	NA	5	2	0	Low-quality	Genome-fragment	3.87	AAI-based (high-confidence)	0.0	1.0	
k119_38894	992	No	NA	2	1	0	Low-quality	Genome-fragment	1.11	HMM-based (lower-bound)	0.0	1.0	
k119_22669	387	No	NA	1	1	0	Low-quality	Genome-fragment	0.58	HMM-based (lower-bound)	0.0	1.0	
k119_22697	471	No	NA	1	1	0	Low-quality	Genome-fragment	0.69	HMM-based (lower-bound)	0.0	1.0	
k119_55422	1612	No	NA	2	0	1	Low-quality	Genome-fragment	0.79	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_49755	2473	No	NA	8	1	0	Low-quality	Genome-fragment	4.97	AAI-based (high-confidence)	0.0	1.0	
k119_28266	390	No	NA	1	0	0	Low-quality	Genome-fragment	0.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_55461	455	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_1171	1473	No	NA	3	2	0	Low-quality	Genome-fragment	3.87	AAI-based (medium-confidence)	0.0	1.0	
k119_28307	2452	No	NA	5	1	0	Low-quality	Genome-fragment	7.16	AAI-based (high-confidence)	0.0	1.0	
k119_22761	4301	No	NA	5	0	0	Low-quality	Genome-fragment	10.79	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_17341	10906	Yes	4418	13	4	2	Low-quality	Genome-fragment	9.31	AAI-based (medium-confidence)	59.49	1.0	
k119_11800	5310	No	NA	9	1	0	Low-quality	Genome-fragment	3.34	HMM-based (lower-bound)	0.0	1.0	
k119_17402	13011	No	NA	24	4	0	Low-quality	Genome-fragment	21.36	AAI-based (high-confidence)	0.0	1.01	
k119_55504	3510	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_6425	593	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_28377	1900	No	NA	3	0	2	Low-quality	Genome-fragment	1.99	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_39061	548	No	NA	1	1	0	Low-quality	Genome-fragment	0.43	AAI-based (medium-confidence)	0.0	1.06	
k119_55511	963	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_44897	1433	No	NA	3	1	0	Low-quality	Genome-fragment	3.06	AAI-based (high-confidence)	0.0	1.0	
k119_61020	1077	No	NA	1	1	0	Low-quality	Genome-fragment	2.14	AAI-based (high-confidence)	0.0	1.0	
k119_6486	2901	No	NA	3	1	0	Low-quality	Genome-fragment	4.54	AAI-based (high-confidence)	0.0	1.0	
k119_49963	579	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_49966	898	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_39097	395	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_1274	1208	No	NA	3	1	0	Low-quality	Genome-fragment	1.39	HMM-based (lower-bound)	0.0	1.0	
k119_34141	1058	No	NA	2	0	1	Low-quality	Genome-fragment	2.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_22924	523	No	NA	3	0	0	Low-quality	Genome-fragment	0.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_61133	5449	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_17571	3968	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_11962	1108	No	NA	1	1	0	Low-quality	Genome-fragment	2.73	AAI-based (high-confidence)	0.0	1.0	
k119_11994	524	No	NA	1	1	0	Low-quality	Genome-fragment	1.52	AAI-based (high-confidence)	0.0	1.0	
k119_45059	5143	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_28667	795	No	NA	2	1	0	Low-quality	Genome-fragment	2.36	AAI-based (medium-confidence)	0.0	1.0	
k119_17607	7247	No	NA	11	7	0	Low-quality	Genome-fragment	18.55	AAI-based (high-confidence)	0.0	1.0	
k119_28693	4243	No	NA	3	2	0	Low-quality	Genome-fragment	10.21	AAI-based (high-confidence)	0.0	1.0	
k119_23049	2780	No	NA	2	0	0	Low-quality	Genome-fragment	4.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_12116	426	No	NA	2	1	0	Low-quality	Genome-fragment	0.67	AAI-based (high-confidence)	0.0	1.0	
k119_50293	415	No	NA	1	1	0	Low-quality	Genome-fragment	0.54	HMM-based (lower-bound)	0.0	1.0	
k119_17725	7714	No	NA	15	5	0	Low-quality	Genome-fragment	20.22	AAI-based (medium-confidence)	0.0	1.01	
k119_17749	2281	No	NA	5	1	0	Low-quality	Genome-fragment	5.59	AAI-based (high-confidence)	0.0	1.0	
k119_34572	591	No	NA	2	1	0	Low-quality	Genome-fragment	1.36	AAI-based (high-confidence)	0.0	1.0	
k119_23137	16092	No	NA	17	10	0	Low-quality	Genome-fragment	38.14	AAI-based (high-confidence)	0.0	1.0	
k119_28819	3503	No	NA	8	3	0	Low-quality	Genome-fragment	7.75	AAI-based (high-confidence)	0.0	1.0	
k119_12221	1457	No	NA	2	1	0	Low-quality	Genome-fragment	3.71	AAI-based (high-confidence)	0.0	1.0	
k119_61212	1263	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_61215	4017	No	NA	4	1	0	Low-quality	Genome-fragment	10.27	AAI-based (high-confidence)	0.0	1.0	
k119_1426	3379	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_23151	637	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_23154	1222	No	NA	2	1	0	Low-quality	Genome-fragment	3.36	AAI-based (high-confidence)	0.0	1.0	
k119_1444	556	No	NA	2	1	0	Low-quality	Genome-fragment	0.79	AAI-based (high-confidence)	0.0	1.0	
k119_23164	2706	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_55898	468	No	NA	2	1	0	Low-quality	Genome-fragment	1.15	AAI-based (high-confidence)	0.0	1.0	
k119_55899	3889	No	NA	3	1	0	Low-quality	Genome-fragment	8.05	AAI-based (high-confidence)	0.0	1.0	
k119_1480	567	No	NA	2	1	0	Low-quality	Genome-fragment	1.45	AAI-based (high-confidence)	0.0	1.0	
k119_55936	854	No	NA	1	1	0	Low-quality	Genome-fragment	2.03	AAI-based (high-confidence)	0.0	1.0	
k119_17807	21181	No	NA	15	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_34719	1763	No	NA	5	0	0	Low-quality	Genome-fragment	2.76	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_61242	3816	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_28908	3883	No	NA	5	2	0	Low-quality	Genome-fragment	9.07	AAI-based (high-confidence)	0.0	1.0	
k119_28954	1913	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_17901	974	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_17909	631	No	NA	1	1	0	Low-quality	Genome-fragment	0.83	HMM-based (lower-bound)	0.0	1.0	
k119_50505	832	No	NA	2	1	0	Low-quality	Genome-fragment	1.86	AAI-based (high-confidence)	0.0	1.0	
k119_45265	4125	No	NA	7	5	0	Low-quality	Genome-fragment	8.81	HMM-based (lower-bound)	0.0	1.0	
k119_23228	14355	No	NA	21	10	0	Low-quality	Genome-fragment	35.17	AAI-based (high-confidence)	0.0	1.0	
k119_56000	5422	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_61338	433	No	NA	2	0	0	Low-quality	Genome-fragment	0.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_34830	1429	No	NA	2	0	0	Low-quality	Genome-fragment	3.24	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_34832	12817	No	NA	14	1	1	Low-quality	Genome-fragment	19.46	AAI-based (medium-confidence)	0.0	1.0	
k119_12394	746	No	NA	2	1	0	Low-quality	Genome-fragment	1.83	AAI-based (medium-confidence)	0.0	1.0	
k119_56050	695	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_50539	3951	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_50540	5063	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_17920	2207	No	NA	3	1	0	Low-quality	Genome-fragment	5.65	AAI-based (high-confidence)	0.0	1.0	
k119_23253	713	No	NA	1	0	0	Low-quality	Genome-fragment	1.89	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_12457	2889	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_39518	2537	No	NA	5	0	0	Low-quality	Genome-fragment	7.19	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_12461	401	No	NA	1	1	0	Low-quality	Genome-fragment	1.14	AAI-based (high-confidence)	0.0	1.0	
k119_6709	3450	Yes	2459	5	1	1	Low-quality	Genome-fragment	2.24	HMM-based (lower-bound)	28.72	1.0	
k119_56107	2227	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_29079	2912	No	NA	8	0	0	Low-quality	Genome-fragment	4.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_23329	2859	No	NA	3	0	0	Low-quality	Genome-fragment	1.14	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_6776	39057	Yes	31390	61	30	5	Medium-quality	Genome-fragment	78.35	AAI-based (high-confidence)	19.63	1.0	
k119_23375	830	No	NA	1	1	0	Low-quality	Genome-fragment	1.52	HMM-based (lower-bound)	0.0	1.0	
k119_45462	3181	No	NA	6	1	0	Low-quality	Genome-fragment	6.88	AAI-based (high-confidence)	0.0	1.0	
k119_35020	3594	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_61491	6210	No	NA	10	0	1	Low-quality	Genome-fragment	14.72	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_17967	2902	No	NA	8	4	0	Low-quality	Genome-fragment	5.25	HMM-based (lower-bound)	0.0	1.0	
k119_23432	1304	No	NA	3	0	0	Low-quality	Genome-fragment	3.46	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_56207	9660	No	NA	17	12	0	Low-quality	Genome-fragment	23.08	AAI-based (high-confidence)	0.0	1.0	
k119_23499	1155	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_45491	4202	No	NA	8	3	0	Low-quality	Genome-fragment	8.64	AAI-based (high-confidence)	0.0	1.0	
k119_29238	427	No	NA	2	1	0	Low-quality	Genome-fragment	0.66	AAI-based (high-confidence)	0.0	1.0	
k119_1719	17276	No	NA	33	9	0	Low-quality	Genome-fragment	45.22	AAI-based (medium-confidence)	0.0	1.0	
k119_61529	392	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_45542	2633	No	NA	5	2	0	Low-quality	Genome-fragment	6.87	AAI-based (high-confidence)	0.0	1.0	
k119_18032	3608	No	NA	9	1	0	Low-quality	Genome-fragment	8.55	AAI-based (high-confidence)	0.0	1.0	
k119_61590	348	No	NA	1	1	0	Low-quality	Genome-fragment	2.98	AAI-based (medium-confidence)	0.0	1.0	
k119_61614	5609	No	NA	5	1	0	Low-quality	Genome-fragment	3.77	HMM-based (lower-bound)	0.0	1.0	
