user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.2	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	GCA_000438355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	98.81	0.904	GCA_000438355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	98.81	0.904	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944392105.1, s__CAG-273 sp944392105, 95.0, 84.7, 0.374; GCA_902496295.1, s__CAG-273 sp902496295, 95.0, 84.44, 0.337; GCA_905215615.1, s__CAG-273 sp905215615, 95.0, 83.46, 0.278	89.67	11	N/A	N/A
bin.20	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris	GCF_004341945.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris	98.44	0.905	GCF_004341945.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris	98.44	0.905	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.63	11	N/A	N/A
bin.21	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
bin.22	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	GCF_024622975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	97.04	0.848	GCF_024622975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	97.04	0.848	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_028767025.1, s__Blautia_A sp028767025, 95.0, 89.17, 0.619; GCF_900541985.1, s__Blautia_A sp900541985, 95.0, 81.66, 0.178; GCA_021771755.1, s__Blautia_A sp021771755, 95.0, 81.42, 0.198; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 81.21, 0.166; GCF_034090745.1, s__Blautia_A sp900551465, 95.0, 81.2, 0.206; GCA_026169535.1, s__Blautia_A sp026169535, 95.0, 80.88, 0.166	54.49	11	N/A	N/A
bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.16	0.857	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.16	0.857	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 95.05, 0.83; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 94.18, 0.769; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 91.64, 0.645; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 89.65, 0.675	38.94	11	N/A	N/A
bin.24	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	GCA_000435975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	98.27	0.8	GCA_000435975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	98.27	0.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 90.38, 0.642; GCF_018408575.1, s__Vescimonas coprocola, 95.0, 82.67, 0.196	92.49	11	N/A	N/A
bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.41	0.892	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.41	0.892	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 96.46, 0.815; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 91.29, 0.735; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 88.25, 0.389; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 87.4, 0.199; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 86.82, 0.257; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.78, 0.312; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 86.53, 0.265; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 86.53, 0.251; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 86.48, 0.323; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 86.47, 0.289; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 86.33, 0.232; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 86.3, 0.247; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 86.25, 0.23; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 86.22, 0.191; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 86.18, 0.198; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 86.17, 0.254; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 86.07, 0.172; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 86.06, 0.258; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 86.03, 0.234; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 86.03, 0.216; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 86.02, 0.194; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 86.01, 0.235; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.93, 0.214; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.87, 0.161; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 85.86, 0.176; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 85.85, 0.21; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 85.84, 0.174; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.78, 0.212; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 85.77, 0.208; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 85.71, 0.188; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 85.62, 0.199; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 85.57, 0.229; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 85.52, 0.213; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 85.52, 0.202; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 85.48, 0.18; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 85.47, 0.214; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 85.37, 0.213; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 85.37, 0.173; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 85.33, 0.151; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 85.27, 0.175; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 85.25, 0.16; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 85.23, 0.188; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 85.2, 0.175; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.0, 0.17; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 84.86, 0.174; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 84.47, 0.163	27.52	11	N/A	N/A
bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	GCF_003425665.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	98.97	0.979	GCF_003425665.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	98.97	0.979	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019115225.1, s__Evtepia faecigallinarum, 95.0, 86.94, 0.166; GCA_022764045.1, s__Evtepia sp022764045, 95.0, 86.93, 0.184; GCA_019115545.1, s__Evtepia faecavium, 95.0, 86.63, 0.169; GCA_934597725.1, s__Evtepia sp934597725, 95.0, 86.59, 0.161; GCA_004554585.1, s__Evtepia sp004554585, 95.0, 86.43, 0.209	11.04	11	N/A	N/A
bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	97.07	0.752	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	97.07	0.752	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	21.39	11	N/A	N/A
bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	GCF_024622975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	96.84	0.792	GCF_024622975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	96.84	0.792	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_028767025.1, s__Blautia_A sp028767025, 95.0, 89.98, 0.572; GCA_026169535.1, s__Blautia_A sp026169535, 95.0, 82.95, 0.164; GCA_021771755.1, s__Blautia_A sp021771755, 95.0, 81.85, 0.19; GCF_034090745.1, s__Blautia_A sp900551465, 95.0, 81.71, 0.206; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 80.47, 0.164	37.71	11	N/A	N/A
bin.3	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	98.29	0.901	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	98.29	0.901	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934643185.1, s__Hominenteromicrobium sp934643185, 95.0, 94.84, 0.812	64.87	11	N/A	N/A
bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	GCA_025757685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.59	0.922	GCA_025757685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.59	0.922	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963638105.1, s__CAG-217 sp963638105, 95.0, 94.99, 0.891; GCA_963642245.1, s__CAG-217 sp963642245, 95.0, 90.78, 0.834; GCA_963605415.1, s__CAG-217 sp963605415, 95.0, 89.99, 0.75	97.0	11	N/A	N/A
bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	97.52	0.86	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	97.52	0.86	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 94.06, 0.761; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 93.73, 0.776; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 91.21, 0.735; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 90.48, 0.587	14.1	11	N/A	N/A
bin.32	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	99.17	0.973	GCF_001025135.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	99.17	0.973	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009193355.1, s__Bifidobacterium leontopitheci, 95.0, 82.22, 0.201; GCF_018555435.2, s__Bifidobacterium amazonense, 95.0, 80.86, 0.151	95.17	11	N/A	N/A
bin.33	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	GCF_003024675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	99.1	0.912	GCF_003024675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	99.1	0.912	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 92.88, 0.751; GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 90.44, 0.691; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 89.2, 0.613; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 88.69, 0.556	38.88	11	N/A	N/A
bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.9	0.868	GCA_963596755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp963596755	88.51	0.518	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 92.56, 0.448; GCA_963661155.1, s__Fusicatenibacter massiliensis_A, 95.0, 87.43, 0.449	36.85	11	N/A	N/A
bin.35	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
